dataset,trainer,model,seed,accs,mccs,uai_05,uai_01,uai_cf,uai_ar_05,uai_ar_01
compas,ROSS,mlp,25,0.6218623481781377,0.2855415151838428,0.188,0.15,0.142,0.05,0.006
nlm,CAPIFY,mlp,3,0.395,0.24424481742311926,0.289,0.266,0.265,0.194,0.189
nlm,CAPIFY,mlp,40,0.4625,0.3003288297927742,0.436,0.417,0.411,0.266,0.251
loan,LLR,mlp,33,0.7025,0.4096616656020644,0.28,0.276,0.273,0.115,0.109
loan,LLR,mlp,34,0.655,0.31390614721867466,0.283,0.273,0.272,0.082,0.074
loan,LLR,mlp,35,0.685,0.376309578449955,0.297,0.285,0.284,0.14,0.128
lin,LLR,lin,57,0.6,0.19063163147540707,0.428,0.427,0.427,0.425,0.425
lin,LLR,lin,58,0.665,0.2172528441182242,0.278,0.278,0.278,0.277,0.277
imf,LLR,lin,17,0.6975,0.40012834162536565,0.085,0.065,0.059,0.038,0.026
imf,LLR,lin,18,0.6375,0.28614619200602015,0.42,0.411,0.406,0.137,0.125
adult,ROSS,mlp,77,0.6804361179361179,0.4183335851389428,0.185,0.094,0.073,0.095,0.024
adult,ROSS,mlp,78,0.6501842751842751,0.3554066423678003,0.152,0.069,0.047,0.083,0.021
adult,ROSS,mlp,79,0.7268120393120393,0.4004888377023109,0.288,0.168,0.13,0.144,0.04
imf,ROSS,lin,52,0.7475,0.4970770539457234,0.069,0.048,0.044,0.044,0.023
imf,ROSS,lin,53,0.715,0.43034441335117163,0.058,0.027,0.018,0.048,0.009
compas,LLR,mlp,53,0.6153846153846154,0.21875590661490388,0.298,0.281,0.278,0.04,0.011
compas,LLR,mlp,54,0.6299595141700405,0.2439609799705698,0.306,0.286,0.283,0.036,0.013
compas,LLR,mlp,66,0.6396761133603239,0.2666510578075873,0.351,0.337,0.334,0.031,0.006
compas,ROSS,mlp,0,0.6016194331983805,0.2645053036152837,0.174,0.151,0.138,0.039,0.01
imf,CAPIFY,lin,18,0.7225,0.4439713947815624,0.044,0.006,0.003,0.041,0.008
imf,CAPIFY,lin,19,0.755,0.5082688945632668,0.035,0.009,0.005,0.028,0.004
imf,CAPIFY,lin,30,0.69,0.4178417186425075,0.036,0.012,0.001,0.034,0.011
imf,CAPIFY,lin,31,0.7225,0.4527746859521594,0.048,0.012,0.002,0.047,0.013
imf,CAPIFY,lin,32,0.7125,0.42691724610079135,0.054,0.018,0.016,0.04,0.01
imf,AL,lin,44,0.6375,0.27508597780419547,0.318,0.305,0.301,0.124,0.103
imf,AL,lin,45,0.635,0.2702128313337143,0.336,0.327,0.322,0.133,0.11
imf,AL,lin,46,0.655,0.32837569126936583,0.31,0.294,0.288,0.106,0.091
imf,AL,lin,47,0.5875,0.1916852505662346,0.312,0.297,0.297,0.12,0.095
compas,AL,mlp,2,0.6631578947368421,0.3215265808248875,0.215,0.184,0.181,0.039,0.012
compas,AL,mlp,71,0.6777327935222672,0.3518470390294519,0.187,0.159,0.152,0.033,0.003
compas,AL,mlp,72,0.682591093117409,0.359738687238205,0.18,0.152,0.145,0.036,0.006
adult,ROSS,mlp,19,0.6779791154791155,0.3962737642349867,0.194,0.098,0.072,0.104,0.025
adult,ROSS,mlp,1,0.6951781326781327,0.39159915948350116,0.253,0.141,0.114,0.139,0.027
adult,LLR,mlp,79,0.7510749385749386,0.485667592355642,0.321,0.292,0.285,0.031,0.008
loan,ERM,mlp,22,0.8625,0.7252386074383215,0.395,0.388,0.382,0.27,0.264
loan,ERM,mlp,23,0.86,0.7172154470964051,0.362,0.353,0.352,0.25,0.246
nlm,AL,mlp,65,0.525,0.2825074342691744,0.545,0.529,0.527,0.377,0.361
nlm,AL,mlp,66,0.565,0.277315299676614,0.513,0.498,0.493,0.367,0.35
nlm,AL,mlp,67,0.605,0.3575886196085351,0.537,0.514,0.512,0.326,0.307
compas,CAPIFY,mlp,78,0.6502024291497975,0.2964290477934361,0.074,0.024,0.017,0.052,0.008
compas,CAPIFY,mlp,79,0.6024291497975709,0.19142952835292937,0.044,0.009,0.003,0.038,0.008
compas,CAPIFY,mlp,9,0.6291497975708502,0.2412877517381742,0.045,0.015,0.01,0.035,0.004
compas,ERM,mlp,0,0.6761133603238867,0.33347481539462887,0.259,0.232,0.227,0.039,0.013
nlm,CAPIFY,mlp,34,0.4425,0.2733218168698229,0.421,0.394,0.391,0.294,0.283
nlm,CAPIFY,mlp,35,0.705,0.2903634037232819,0.439,0.429,0.427,0.309,0.3
nlm,CAPIFY,mlp,36,0.4425,0.2737417511747627,0.312,0.291,0.286,0.178,0.172
lin,CAL,lin,37,0.635,0.2774379366256997,0.908,0.904,0.904,0.201,0.177
lin,CAL,lin,38,0.63,0.28223714489868384,0.896,0.889,0.887,0.205,0.179
imf,AL,lin,36,0.625,0.26464574750752323,0.281,0.269,0.267,0.116,0.102
imf,AL,lin,37,0.66,0.3188464954927529,0.299,0.285,0.285,0.12,0.102
nlm,CAPIFY,mlp,51,0.4325,0.2751961101156797,0.281,0.264,0.26,0.147,0.137
nlm,CAPIFY,mlp,52,0.4425,0.2715275760025109,0.412,0.391,0.387,0.252,0.243
nlm,CAPIFY,mlp,53,0.4425,0.2515682562614612,0.292,0.274,0.27,0.176,0.169
nlm,CAPIFY,mlp,61,0.3775,0.2325449534895774,0.287,0.268,0.263,0.186,0.17
nlm,CAPIFY,mlp,72,0.435,0.2670375949051031,0.33,0.31,0.307,0.19,0.187
nlm,CAPIFY,mlp,94,0.4475,0.2776032672134799,0.537,0.52,0.517,0.35,0.334
nlm,CAPIFY,mlp,99,0.4075,0.2420431247478818,0.309,0.285,0.281,0.2,0.194
imf,AL,lin,5,0.65,0.31270140317819073,0.324,0.308,0.306,0.12,0.103
imf,AL,lin,60,0.6075,0.21159485355884827,0.288,0.275,0.271,0.105,0.087
imf,AL,lin,61,0.72,0.43723325301608157,0.341,0.322,0.318,0.123,0.11
compas,CAL,mlp,72,0.6842105263157895,0.35422533998382144,0.091,0.07,0.061,0.037,0.009
compas,CAL,mlp,73,0.671255060728745,0.33551475268880493,0.14,0.104,0.094,0.044,0.009
compas,CAL,mlp,74,0.6785425101214575,0.3538297460780139,0.195,0.162,0.152,0.045,0.008
adult,CAL,mlp,28,0.7960687960687961,0.520236396509857,0.222,0.182,0.171,0.046,0.006
adult,CAL,mlp,29,0.7819410319410319,0.520927111873536,0.286,0.253,0.246,0.058,0.01
adult,LLR,mlp,89,0.7484643734643734,0.464590548728984,0.269,0.238,0.224,0.053,0.015
adult,LLR,mlp,8,0.7796375921375921,0.479470740055279,0.203,0.181,0.169,0.039,0.01
nlm,ERM,mlp,48,0.645,0.36313381878058376,0.597,0.569,0.563,0.44,0.41
nlm,ERM,mlp,49,0.7325,0.39691547976788605,0.513,0.477,0.47,0.375,0.355
adult,ROSS,mlp,11,0.620085995085995,0.36618933272180104,0.157,0.083,0.061,0.081,0.024
adult,ROSS,mlp,12,0.6271498771498771,0.37643836745902526,0.132,0.052,0.038,0.061,0.019
compas,ERM,mlp,31,0.6672064777327935,0.3264128928204173,0.317,0.282,0.276,0.048,0.006
compas,ERM,mlp,32,0.680161943319838,0.35519312093444083,0.156,0.123,0.118,0.041,0.007
compas,ERM,mlp,33,0.682591093117409,0.35539787536137224,0.242,0.207,0.202,0.046,0.005
compas,ERM,mlp,21,0.6947368421052632,0.38882388526980083,0.199,0.167,0.165,0.034,0.007
compas,ERM,mlp,22,0.691497975708502,0.3752690848614825,0.209,0.174,0.163,0.048,0.016
compas,ERM,mlp,23,0.6906882591093118,0.3798163934274186,0.149,0.121,0.114,0.034,0.007
compas,ERM,mlp,24,0.7133603238866397,0.4202158631593092,0.241,0.212,0.208,0.041,0.005
compas,ERM,mlp,38,0.6534412955465587,0.30095892266738683,0.158,0.136,0.129,0.043,0.01
compas,ERM,mlp,66,0.659919028340081,0.3122991159013981,0.283,0.253,0.249,0.038,0.01
compas,ERM,mlp,75,0.6631578947368421,0.3139320876395793,0.169,0.142,0.13,0.033,0.013
compas,ERM,mlp,8,0.68582995951417,0.3586107561622671,0.153,0.118,0.113,0.046,0.004
nlm,AL,mlp,25,0.565,0.2307350170666466,0.507,0.49,0.486,0.317,0.301
nlm,AL,mlp,26,0.6075,0.38546824137034175,0.523,0.512,0.509,0.325,0.309
nlm,AL,mlp,27,0.565,0.32517785314411984,0.564,0.548,0.544,0.379,0.358
imf,ERM,lin,77,0.72,0.44223947952852893,0.036,0.009,0.004,0.033,0.007
imf,ERM,lin,78,0.7425,0.4891011588490642,0.033,0.011,0.001,0.032,0.009
imf,ERM,lin,79,0.6925,0.38560552470456255,0.054,0.013,0.01,0.036,0.009
adult,AL,mlp,11,0.7860872235872236,0.5182805733503613,0.193,0.174,0.166,0.031,0.008
adult,AL,mlp,12,0.8111179361179361,0.5285678035378449,0.208,0.176,0.17,0.037,0.006
adult,AL,mlp,13,0.8101965601965602,0.5356575414957173,0.207,0.181,0.174,0.033,0.008
adult,AL,mlp,14,0.8157248157248157,0.5439091717852826,0.19,0.162,0.157,0.03,0.008
adult,ERM,mlp,83,0.8092751842751843,0.5147690955593456,0.242,0.208,0.195,0.037,0.01
adult,ERM,mlp,88,0.7862407862407862,0.5309877046128696,0.225,0.191,0.184,0.051,0.008
adult,ERM,mlp,89,0.7996007371007371,0.5343845970291742,0.239,0.192,0.181,0.045,0.007
compas,CAPIFY,mlp,28,0.6186234817813765,0.24015846510671313,0.042,0.018,0.013,0.034,0.005
compas,CAPIFY,mlp,29,0.6089068825910932,0.207731012290664,0.054,0.016,0.01,0.042,0.006
adult,ROSS,mlp,43,0.7919226044226044,0.3442712910096343,0.461,0.32,0.28,0.195,0.041
adult,ROSS,mlp,44,0.7698095823095823,0.3647639892047949,0.404,0.246,0.199,0.209,0.048
compas,AL,mlp,16,0.6615384615384615,0.32092173073938784,0.142,0.101,0.094,0.045,0.008
compas,AL,mlp,19,0.6761133603238867,0.35236587938194486,0.198,0.173,0.17,0.032,0.003
compas,AL,mlp,22,0.6834008097165992,0.3633820986200601,0.189,0.168,0.158,0.042,0.015
compas,AL,mlp,29,0.6704453441295547,0.3352236804868433,0.208,0.169,0.162,0.046,0.011
compas,AL,mlp,30,0.6704453441295547,0.337182337002222,0.203,0.173,0.168,0.043,0.009
compas,AL,mlp,32,0.682591093117409,0.36203903497807666,0.214,0.171,0.163,0.044,0.011
imf,CAL,lin,52,0.585,0.2573116380191334,0.265,0.258,0.256,0.149,0.143
imf,CAL,lin,53,0.58,0.1662177925236389,0.384,0.367,0.364,0.184,0.178
loan,ROSS,mlp,11,0.815,0.6336447664870722,0.335,0.331,0.331,0.243,0.24
loan,ROSS,mlp,12,0.8175,0.6344962371039399,0.423,0.416,0.414,0.333,0.325
lin,CAPIFY,lin,26,0.5925,0.20236596986421554,0.173,0.138,0.131,0.061,0.054
lin,CAPIFY,lin,27,0.5875,0.10709120565369781,0.207,0.182,0.175,0.114,0.106
lin,CAPIFY,lin,28,0.62,0.20023865296161503,0.185,0.156,0.151,0.084,0.076
imf,AL,lin,12,0.64,0.2851950879643324,0.306,0.292,0.288,0.104,0.09
imf,AL,lin,13,0.5725,0.19503450043707576,0.266,0.253,0.247,0.113,0.101
imf,AL,lin,14,0.64,0.27848418355112187,0.318,0.309,0.308,0.13,0.115
lin,AL,lin,12,0.59,0.17599180296098707,0.826,0.815,0.814,0.35,0.332
lin,AL,lin,13,0.5975,0.19966946028643962,0.936,0.93,0.928,0.294,0.268
lin,AL,lin,77,0.615,0.2560463529934897,0.894,0.892,0.89,0.181,0.153
lin,CAL,lin,32,0.59,0.17668335858771483,0.904,0.9,0.898,0.36,0.336
lin,CAL,lin,39,0.58,0.18606074122886251,0.877,0.873,0.871,0.164,0.14
compas,CAL,mlp,19,0.671255060728745,0.3319963439672863,0.226,0.182,0.173,0.044,0.003
loan,LLR,mlp,49,0.6725,0.3493598328142491,0.309,0.306,0.302,0.225,0.221
loan,LLR,mlp,4,0.6475,0.3261802639731279,0.247,0.242,0.241,0.09,0.082
loan,LLR,mlp,50,0.705,0.40843492070115717,0.267,0.261,0.26,0.157,0.152
loan,LLR,mlp,19,0.67,0.38691585759698677,0.307,0.299,0.297,0.192,0.184
loan,LLR,mlp,1,0.7075,0.41411173507477667,0.262,0.256,0.255,0.144,0.136
loan,LLR,mlp,66,0.6975,0.38508237212399815,0.243,0.234,0.23,0.126,0.119
loan,LLR,mlp,88,0.675,0.34768542246751655,0.283,0.276,0.275,0.107,0.098
loan,ROSS,mlp,13,0.875,0.7533312478527132,0.378,0.366,0.363,0.213,0.199
imf,ROSS,lin,28,0.7225,0.4512001266586248,0.044,0.012,0.003,0.04,0.006
imf,ROSS,lin,29,0.7325,0.4689662693734569,0.069,0.032,0.027,0.044,0.018
adult,ERM,mlp,96,0.7991400491400491,0.5406899091425079,0.236,0.202,0.193,0.054,0.007
adult,ERM,mlp,97,0.7980651105651105,0.5374363461487234,0.249,0.222,0.218,0.041,0.006
adult,ERM,mlp,98,0.8031326781326781,0.531044501132321,0.189,0.157,0.148,0.04,0.008
compas,AL,mlp,48,0.676923076923077,0.34255595219389273,0.179,0.142,0.133,0.043,0.008
compas,AL,mlp,49,0.6882591093117408,0.3691351107770921,0.26,0.215,0.203,0.06,0.014
compas,AL,mlp,4,0.6631578947368421,0.32348278851804185,0.171,0.13,0.119,0.06,0.011
imf,AL,lin,68,0.62,0.26254698092735534,0.283,0.267,0.262,0.1,0.091
imf,AL,lin,69,0.635,0.28202850802683344,0.271,0.253,0.25,0.1,0.088
imf,AL,lin,6,0.6675,0.33856591743755954,0.293,0.281,0.275,0.111,0.099
imf,AL,lin,82,0.6375,0.2885775334260452,0.277,0.266,0.263,0.11,0.092
imf,CAL,lin,1,0.5825,0.20925089110157286,0.224,0.215,0.213,0.043,0.028
imf,CAL,lin,46,0.6275,0.2525994599562692,0.51,0.491,0.487,0.194,0.17
lin,CAPIFY,lin,54,0.555,0.1240047626529089,0.21,0.181,0.177,0.082,0.065
lin,CAPIFY,lin,55,0.6525,0.3034831077116353,0.212,0.181,0.172,0.077,0.064
lin,CAPIFY,lin,56,0.63,0.24931580780844426,0.212,0.178,0.167,0.093,0.087
nlm,ERM,mlp,34,0.685,0.4255255533946381,0.583,0.56,0.554,0.423,0.38
nlm,ERM,mlp,35,0.7125,0.41757440685298486,0.573,0.548,0.539,0.407,0.384
imf,LLR,lin,25,0.6825,0.36549707980216367,0.193,0.178,0.174,0.073,0.059
imf,LLR,lin,26,0.695,0.3913597892829425,0.243,0.228,0.226,0.09,0.078
lin,ROSS,lin,72,0.6925,0.3463268235176884,0.443,0.425,0.421,0.073,0.067
lin,ROSS,lin,73,0.6725,0.33688534635707335,0.49,0.463,0.457,0.117,0.103
lin,ROSS,lin,74,0.665,0.29648030795500296,0.47,0.446,0.438,0.112,0.097
nlm,CAPIFY,mlp,95,0.4125,0.2160141509510174,0.414,0.395,0.393,0.271,0.266
nlm,CAPIFY,mlp,96,0.6775,0.22154130154118515,0.368,0.36,0.36,0.284,0.276
compas,ERM,mlp,45,0.6728744939271255,0.3430978699044787,0.168,0.134,0.125,0.043,0.009
compas,ERM,mlp,46,0.6704453441295547,0.3365487428724952,0.278,0.25,0.243,0.041,0.006
loan,CAL,mlp,63,0.6825,0.36688662982374487,0.315,0.308,0.306,0.247,0.241
loan,CAL,mlp,64,0.7025,0.4166858299850773,0.219,0.214,0.213,0.17,0.167
loan,CAL,mlp,65,0.7075,0.4496971903551303,0.237,0.233,0.23,0.152,0.145
lin,LLR,lin,77,0.6375,0.19578193954599965,0.228,0.227,0.227,0.222,0.222
lin,LLR,lin,78,0.55,0.2171741249269554,0.326,0.325,0.325,0.157,0.142
lin,LLR,lin,90,0.5575,0.24226024763551926,0.269,0.269,0.269,0.117,0.076
lin,LLR,lin,91,0.6475,0.23366176079675285,0.324,0.323,0.323,0.31,0.309
lin,LLR,lin,92,0.69,0.3224268229003094,0.32,0.32,0.32,0.32,0.32
lin,ROSS,lin,64,0.72,0.4440794583055659,0.488,0.472,0.465,0.129,0.119
lin,ROSS,lin,79,0.685,0.34325882454001383,0.45,0.428,0.421,0.114,0.105
lin,ROSS,lin,9,0.6375,0.30138771006423093,0.505,0.491,0.488,0.171,0.157
imf,CAPIFY,lin,43,0.7075,0.41545367471082545,0.041,0.008,0.001,0.039,0.008
imf,CAPIFY,lin,44,0.7575,0.5173397868976866,0.039,0.011,0.003,0.037,0.005
compas,CAL,mlp,29,0.674493927125506,0.3404193682848942,0.229,0.192,0.182,0.043,0.006
compas,CAL,mlp,2,0.6647773279352227,0.32561761660360905,0.186,0.164,0.155,0.042,0.009
lin,LLR,lin,6,0.645,0.251101579863727,0.244,0.244,0.244,0.243,0.243
lin,LLR,lin,70,0.6475,0.243778937710867,0.312,0.312,0.312,0.312,0.312
loan,AL,mlp,77,0.8325,0.6632691181423265,0.31,0.305,0.303,0.193,0.185
loan,AL,mlp,78,0.8375,0.6740857604193579,0.308,0.302,0.301,0.202,0.195
compas,LLR,mlp,89,0.6080971659919029,0.1982622921480249,0.242,0.222,0.219,0.037,0.008
compas,LLR,mlp,8,0.6364372469635627,0.2547654180923026,0.335,0.313,0.309,0.032,0.009
compas,LLR,mlp,90,0.6178137651821862,0.2286730659445377,0.392,0.37,0.367,0.039,0.004
compas,ROSS,mlp,88,0.625910931174089,0.2526018673946461,0.216,0.18,0.171,0.044,0.011
adult,CAPIFY,mlp,58,0.7750307125307125,0.48066296598970454,0.066,0.032,0.021,0.052,0.01
adult,CAPIFY,mlp,59,0.7827088452088452,0.4905077461598446,0.075,0.042,0.035,0.043,0.01
compas,CAL,mlp,95,0.6639676113360324,0.32007389456199026,0.16,0.128,0.118,0.042,0.007
compas,CAL,mlp,96,0.6736842105263158,0.34163513908762444,0.179,0.153,0.148,0.047,0.008
lin,LLR,lin,39,0.585,0.3029382412315742,0.331,0.331,0.331,0.164,0.113
lin,LLR,lin,3,0.6825,0.3127752185045004,0.267,0.267,0.267,0.265,0.265
lin,LLR,lin,40,0.63,0.23574583995844653,0.324,0.324,0.323,0.32,0.32
adult,ROSS,mlp,49,0.714527027027027,0.4363845340443093,0.21,0.112,0.083,0.111,0.034
adult,ROSS,mlp,4,0.671990171990172,0.4103862043397039,0.189,0.099,0.076,0.099,0.019
adult,ROSS,mlp,50,0.664465601965602,0.4036546522153178,0.199,0.092,0.064,0.107,0.03
lin,AL,lin,99,0.61,0.20056424087920255,0.853,0.848,0.848,0.357,0.339
lin,AL,lin,9,0.5925,0.19088254543371827,0.92,0.918,0.918,0.215,0.193
lin,CAL,lin,0,0.58,0.16305799457769335,0.899,0.895,0.893,0.185,0.16
compas,LLR,mlp,46,0.6299595141700405,0.24944373143882106,0.429,0.401,0.397,0.055,0.011
compas,LLR,mlp,47,0.5959514170040486,0.17883870644836583,0.44,0.421,0.41,0.041,0.013
nlm,ROSS,mlp,50,0.715,0.4453605464544304,0.474,0.467,0.466,0.45,0.438
nlm,ROSS,mlp,51,0.7325,0.4895212801294676,0.585,0.558,0.553,0.401,0.374
nlm,ROSS,mlp,52,0.66,0.3809128196844553,0.589,0.576,0.57,0.427,0.382
nlm,ROSS,mlp,53,0.685,0.4037942155585175,0.58,0.55,0.545,0.428,0.397
compas,CAPIFY,mlp,41,0.5838056680161944,0.20208470744236887,0.048,0.017,0.008,0.042,0.011
compas,CAPIFY,mlp,42,0.6137651821862348,0.22295066602499536,0.05,0.019,0.013,0.039,0.009
compas,CAPIFY,mlp,43,0.6331983805668017,0.26399450093377536,0.059,0.027,0.015,0.047,0.013
compas,CAPIFY,mlp,36,0.6234817813765182,0.22592180314903398,0.042,0.014,0.006,0.036,0.011
compas,CAPIFY,mlp,38,0.6032388663967612,0.19985685045549348,0.05,0.015,0.007,0.042,0.009
compas,CAPIFY,mlp,44,0.6153846153846154,0.215670439087547,0.041,0.013,0.006,0.034,0.009
compas,CAPIFY,mlp,53,0.6283400809716599,0.2565852378326587,0.045,0.017,0.013,0.021,0.002
compas,CAPIFY,mlp,62,0.6161943319838057,0.2224107872448857,0.053,0.026,0.013,0.043,0.013
compas,CAPIFY,mlp,6,0.625910931174089,0.23273075994233336,0.042,0.015,0.008,0.034,0.009
adult,AL,mlp,93,0.7943796068796068,0.541829590459096,0.216,0.182,0.168,0.046,0.015
adult,AL,mlp,94,0.7976044226044227,0.5295469763045471,0.203,0.176,0.164,0.039,0.011
adult,AL,mlp,95,0.8062039312039312,0.5287224872544675,0.17,0.153,0.146,0.027,0.006
imf,LLR,lin,43,0.6875,0.3773964171145325,0.254,0.236,0.226,0.097,0.083
imf,LLR,lin,44,0.735,0.47694234301258676,0.053,0.03,0.024,0.043,0.018
imf,LLR,lin,45,0.7375,0.47492217565716266,0.133,0.119,0.113,0.064,0.045
imf,LLR,lin,46,0.675,0.3461190421263872,0.421,0.407,0.403,0.16,0.146
imf,AL,lin,1,0.6175,0.24118426272166915,0.279,0.262,0.257,0.077,0.067
imf,AL,lin,20,0.65,0.3063701687313266,0.291,0.282,0.275,0.118,0.102
imf,AL,lin,21,0.58,0.20714672810998358,0.228,0.216,0.215,0.081,0.07
imf,AL,lin,99,0.605,0.2172390330045481,0.261,0.247,0.239,0.084,0.066
imf,AL,lin,9,0.6025,0.19762060701898362,0.254,0.244,0.244,0.091,0.072
imf,CAL,lin,0,0.575,0.16905780946841012,0.445,0.431,0.43,0.188,0.178
nlm,AL,mlp,41,0.6,0.37819795274907647,0.548,0.533,0.526,0.384,0.36
nlm,AL,mlp,42,0.5625,0.3434050916961782,0.565,0.546,0.54,0.39,0.376
nlm,AL,mlp,43,0.53,0.3341262762257761,0.611,0.594,0.589,0.455,0.438
imf,ERM,lin,70,0.6775,0.3550142280721772,0.042,0.009,0.006,0.035,0.007
imf,ERM,lin,71,0.7175,0.4393941963055171,0.041,0.017,0.01,0.035,0.01
imf,ERM,lin,72,0.7075,0.41890724573899857,0.051,0.023,0.02,0.037,0.016
imf,ERM,lin,73,0.71,0.4353739068407689,0.057,0.02,0.018,0.043,0.019
lin,ERM,lin,2,0.6475,0.3054069818035996,0.473,0.456,0.453,0.203,0.184
lin,ERM,lin,30,0.6525,0.3150089490249978,0.426,0.408,0.404,0.188,0.174
adult,CAL,mlp,50,0.7971437346437347,0.5059154652305153,0.224,0.182,0.166,0.057,0.013
adult,CAL,mlp,51,0.8052825552825553,0.5271906859825843,0.182,0.149,0.137,0.045,0.01
adult,CAL,mlp,52,0.8034398034398035,0.5234592437620407,0.215,0.18,0.171,0.045,0.01
compas,ERM,mlp,76,0.6817813765182186,0.35751930790477926,0.24,0.209,0.197,0.043,0.013
compas,ERM,mlp,77,0.676923076923077,0.35427002193317403,0.204,0.176,0.169,0.04,0.009
lin,AL,lin,65,0.63,0.25634469263150783,0.875,0.871,0.869,0.36,0.342
lin,AL,lin,66,0.5475,0.11157344103891055,0.927,0.924,0.924,0.28,0.263
lin,AL,lin,67,0.575,0.16604485712772682,0.846,0.839,0.838,0.147,0.13
compas,AL,mlp,53,0.6834008097165992,0.3719363591222887,0.17,0.136,0.127,0.04,0.007
compas,AL,mlp,54,0.659919028340081,0.32520049834221304,0.12,0.086,0.078,0.045,0.009
compas,AL,mlp,55,0.682591093117409,0.35760580749187026,0.15,0.114,0.108,0.047,0.01
lin,LLR,lin,63,0.6325,0.22979938635783234,0.319,0.319,0.319,0.317,0.317
lin,LLR,lin,64,0.655,0.3015818648073189,0.459,0.458,0.458,0.445,0.445
lin,LLR,lin,65,0.685,0.33588662148045,0.266,0.266,0.266,0.266,0.266
imf,CAL,lin,12,0.63,0.26011707903427794,0.52,0.496,0.492,0.172,0.156
imf,CAL,lin,13,0.5375,0.1945692097739545,0.142,0.139,0.137,0.073,0.071
imf,CAL,lin,14,0.585,0.19217594675793118,0.479,0.468,0.468,0.142,0.127
loan,AL,mlp,19,0.775,0.562646734456056,0.229,0.228,0.227,0.139,0.135
loan,AL,mlp,1,0.81,0.6216527816088566,0.28,0.279,0.279,0.171,0.166
loan,AL,mlp,20,0.77,0.5413278819637667,0.25,0.245,0.244,0.149,0.146
imf,ERM,lin,41,0.69,0.3799379937993799,0.059,0.032,0.026,0.028,0.014
imf,ERM,lin,42,0.7575,0.5245305283129621,0.061,0.028,0.024,0.046,0.015
compas,ROSS,mlp,77,0.6291497975708502,0.2671126527792678,0.166,0.122,0.113,0.056,0.011
compas,ROSS,mlp,78,0.6064777327935222,0.20626248064660715,0.295,0.228,0.216,0.075,0.02
compas,ROSS,mlp,79,0.5595141700404859,0.17910631734897223,0.221,0.179,0.167,0.053,0.016
nlm,CAL,mlp,2,0.3075,0.1658013323323454,0.309,0.294,0.292,0.117,0.108
nlm,CAL,mlp,30,0.335,0.16611059317334118,0.475,0.458,0.455,0.228,0.217
nlm,CAL,mlp,31,0.37,0.22251721982191347,0.663,0.64,0.633,0.354,0.318
adult,AL,mlp,45,0.8058968058968059,0.5499441960051293,0.195,0.165,0.156,0.041,0.011
adult,AL,mlp,46,0.7982186732186732,0.5321726745280073,0.202,0.174,0.165,0.032,0.009
adult,AL,mlp,47,0.7940724815724816,0.5345694178201281,0.204,0.179,0.175,0.038,0.004
nlm,AL,mlp,4,0.5475,0.2964422088028566,0.561,0.549,0.545,0.386,0.377
nlm,AL,mlp,50,0.58,0.3186708985271674,0.528,0.513,0.509,0.357,0.339
nlm,AL,mlp,51,0.585,0.36011663033949337,0.564,0.55,0.541,0.369,0.356
imf,CAL,lin,66,0.59,0.19068181771063408,0.454,0.437,0.433,0.137,0.111
imf,CAL,lin,67,0.615,0.22953617809278853,0.536,0.522,0.52,0.202,0.188
imf,CAL,lin,68,0.55,0.1852807175600896,0.322,0.313,0.311,0.156,0.151
imf,ROSS,lin,35,0.7225,0.4503775202660437,0.05,0.026,0.023,0.036,0.009
imf,ROSS,lin,36,0.725,0.45603020531744387,0.042,0.005,0.002,0.034,0.006
loan,CAPIFY,mlp,46,0.6775,0.35135484403981454,0.2,0.187,0.183,0.099,0.092
loan,CAPIFY,mlp,47,0.7,0.40278107325441515,0.213,0.208,0.207,0.14,0.134
loan,CAPIFY,mlp,48,0.77,0.5429373136006378,0.155,0.151,0.15,0.096,0.094
lin,CAPIFY,lin,31,0.6225,0.18802991107675696,0.176,0.147,0.138,0.099,0.092
lin,CAPIFY,lin,32,0.64,0.22134298051137197,0.203,0.182,0.174,0.13,0.123
loan,CAPIFY,mlp,9,0.705,0.41415841985559193,0.2,0.199,0.199,0.14,0.135
loan,ERM,mlp,0,0.8175,0.6380472888799094,0.364,0.359,0.358,0.242,0.237
adult,LLR,mlp,98,0.789465601965602,0.5004538693605934,0.232,0.196,0.189,0.032,0.004
adult,LLR,mlp,99,0.792536855036855,0.5088335109714367,0.18,0.154,0.146,0.037,0.004
nlm,ROSS,mlp,58,0.7475,0.49269588233449146,0.548,0.533,0.53,0.44,0.415
nlm,ROSS,mlp,59,0.6575,0.42499010165468337,0.624,0.6,0.598,0.493,0.446
nlm,ROSS,mlp,5,0.72,0.40545211344798904,0.495,0.472,0.471,0.348,0.321
nlm,ROSS,mlp,69,0.7125,0.47996022630528884,0.58,0.558,0.554,0.416,0.383
nlm,ROSS,mlp,6,0.7075,0.4343462689383502,0.521,0.501,0.496,0.395,0.364
adult,AL,mlp,18,0.8008292383292384,0.5192660356706921,0.214,0.175,0.17,0.039,0.009
adult,AL,mlp,19,0.7959152334152334,0.5249921882427698,0.187,0.163,0.157,0.032,0.009
adult,AL,mlp,1,0.8026719901719902,0.5417340809701596,0.225,0.192,0.185,0.05,0.013
nlm,ERM,mlp,82,0.735,0.4228691568044469,0.593,0.554,0.55,0.406,0.37
nlm,ERM,mlp,83,0.7275,0.39551128619675396,0.426,0.411,0.408,0.334,0.316
loan,CAPIFY,mlp,22,0.6775,0.35945881441641886,0.263,0.258,0.258,0.192,0.189
