data,type,decorrelation,output_type,metric,seed,margin,lambda,indicator,value
adult,contrastive,None,embedding,l05,42,1.00,1.00,rmse,0.5294907093048096
adult,contrastive,None,embedding,l05,43,0.10,1.00,acc,0.6875
adult,contrastive,None,embedding,l05,43,0.10,1.00,mcc,0.37899259099488297
adult,contrastive,None,embedding,l05,43,0.10,1.00,mpe,1.9173181056976318
adult,contrastive,None,embedding,l05,43,0.10,1.00,rmse,0.09091433137655258
adult,contrastive,None,embedding,l05,43,0.50,1.00,acc,0.8050000071525574
adult,contrastive,None,embedding,l05,43,0.50,1.00,mcc,0.6307087391030535
adult,contrastive,None,embedding,l05,43,0.50,1.00,mpe,0.6581540107727051
adult,contrastive,None,embedding,l05,43,0.50,1.00,rmse,0.3521532714366913
adult,contrastive,None,embedding,l05,43,1.00,1.00,acc,0.8765000104904175
adult,contrastive,None,embedding,l05,43,1.00,1.00,mcc,0.7597229576168574
adult,contrastive,None,embedding,l05,43,1.00,1.00,mpe,0.5486519932746887
adult,contrastive,None,embedding,l05,43,1.00,1.00,rmse,0.5294907093048096
adult,contrastive,None,embedding,l05,44,0.10,1.00,acc,0.6875
adult,contrastive,None,embedding,l05,44,0.10,1.00,mcc,0.37899259099488297
adult,contrastive,None,embedding,l05,44,0.10,1.00,mpe,1.9173181056976318
adult,contrastive,None,embedding,l05,44,0.10,1.00,rmse,0.09091433137655258
adult,contrastive,None,embedding,l05,44,0.50,1.00,acc,0.8050000071525574
adult,contrastive,None,embedding,l05,44,0.50,1.00,mcc,0.6307087391030535
adult,contrastive,None,embedding,l05,44,0.50,1.00,mpe,0.6581540107727051
adult,contrastive,None,embedding,l05,44,0.50,1.00,rmse,0.3521532714366913
adult,contrastive,None,embedding,l05,44,1.00,1.00,acc,0.8765000104904175
adult,contrastive,None,embedding,l05,44,1.00,1.00,mcc,0.7597229576168574
adult,contrastive,None,embedding,l05,44,1.00,1.00,mpe,0.5486519932746887
adult,contrastive,None,embedding,l05,44,1.00,1.00,rmse,0.5294907093048096
adult,contrastive,None,embedding,l05,6,0.10,1.00,acc,0.6875
adult,contrastive,None,embedding,l05,6,0.10,1.00,mcc,0.37899259099488297
adult,contrastive,None,embedding,l05,6,0.10,1.00,mpe,1.9173181056976318
adult,contrastive,None,embedding,l05,6,0.10,1.00,rmse,0.09091433137655258
adult,contrastive,None,embedding,l05,6,0.50,1.00,acc,0.8050000071525574
adult,contrastive,None,embedding,l05,6,0.50,1.00,mcc,0.6307087391030535
adult,contrastive,None,embedding,l05,6,0.50,1.00,mpe,0.6581540107727051
adult,contrastive,None,embedding,l05,6,0.50,1.00,rmse,0.3521532714366913
adult,contrastive,None,embedding,l05,6,1.00,1.00,acc,0.8765000104904175
adult,contrastive,None,embedding,l05,6,1.00,1.00,mcc,0.7597229576168574
adult,contrastive,None,embedding,l05,6,1.00,1.00,mpe,0.5486519932746887
adult,contrastive,None,embedding,l05,6,1.00,1.00,rmse,0.5294907093048096
adult,contrastive,None,embedding,l05,9,0.10,1.00,acc,0.6875
adult,contrastive,None,embedding,l05,9,0.10,1.00,mcc,0.37899259099488297
adult,contrastive,None,embedding,l05,9,0.10,1.00,mpe,1.9173181056976318
adult,contrastive,None,embedding,l05,9,0.10,1.00,rmse,0.09091433137655258
adult,contrastive,None,embedding,l05,9,0.50,1.00,acc,0.8050000071525574
adult,contrastive,None,embedding,l05,9,0.50,1.00,mcc,0.6307087391030535
adult,contrastive,None,embedding,l05,9,0.50,1.00,mpe,0.6581540107727051
adult,contrastive,None,embedding,l05,9,0.50,1.00,rmse,0.3521532714366913
adult,contrastive,None,embedding,l05,9,1.00,1.00,acc,0.8765000104904175
adult,contrastive,None,embedding,l05,9,1.00,1.00,mcc,0.7597229576168574
adult,contrastive,None,embedding,l05,9,1.00,1.00,mpe,0.5486519932746887
adult,contrastive,None,embedding,l05,9,1.00,1.00,rmse,0.5294907093048096
adult,contrastive,None,embedding,l1,0,0.10,1.00,acc,0.8299999833106995
adult,contrastive,None,embedding,l1,0,0.10,1.00,mcc,0.6710328276169202
adult,contrastive,None,embedding,l1,0,0.10,1.00,mpe,0.8219472765922546
adult,contrastive,None,embedding,l1,0,0.10,1.00,rmse,0.06409599632024765
adult,contrastive,None,embedding,l1,0,0.50,1.00,acc,0.8450000286102295
adult,contrastive,None,embedding,l1,0,0.50,1.00,mcc,0.7021305013232472
adult,contrastive,None,embedding,l1,0,0.50,1.00,mpe,0.5648218989372253
adult,contrastive,None,embedding,l1,0,0.50,1.00,rmse,0.3017524480819702
adult,contrastive,None,embedding,l1,0,1.00,1.00,acc,0.8575000166893005
adult,contrastive,None,embedding,l1,0,1.00,1.00,mcc,0.7223468054509246
adult,contrastive,None,embedding,l1,0,1.00,1.00,mpe,0.5343909859657288
adult,contrastive,None,embedding,l1,0,1.00,1.00,rmse,0.5786324739456177
adult,contrastive,None,embedding,l1,41,0.10,1.00,acc,0.8299999833106995
adult,contrastive,None,embedding,l1,41,0.10,1.00,mcc,0.6710328276169202
adult,contrastive,None,embedding,l1,41,0.10,1.00,mpe,0.8219472765922546
adult,contrastive,None,embedding,l1,41,0.10,1.00,rmse,0.06409599632024765
adult,contrastive,None,embedding,l1,41,0.50,1.00,acc,0.8450000286102295
adult,contrastive,None,embedding,l1,41,0.50,1.00,mcc,0.7021305013232472
adult,contrastive,None,embedding,l1,41,0.50,1.00,mpe,0.5648218989372253
adult,contrastive,None,embedding,l1,41,0.50,1.00,rmse,0.3017524480819702
adult,contrastive,None,embedding,l1,41,1.00,1.00,acc,0.8575000166893005
adult,contrastive,None,embedding,l1,41,1.00,1.00,mcc,0.7223468054509246
adult,contrastive,None,embedding,l1,41,1.00,1.00,mpe,0.5343909859657288
adult,contrastive,None,embedding,l1,41,1.00,1.00,rmse,0.5786324739456177
adult,contrastive,None,embedding,l1,42,0.10,1.00,acc,0.8299999833106995
adult,contrastive,None,embedding,l1,42,0.10,1.00,mcc,0.6710328276169202
adult,contrastive,None,embedding,l1,42,0.10,1.00,mpe,0.8219472765922546
adult,contrastive,None,embedding,l1,42,0.10,1.00,rmse,0.06409599632024765
adult,contrastive,None,embedding,l1,42,0.50,1.00,acc,0.8450000286102295
adult,contrastive,None,embedding,l1,42,0.50,1.00,mcc,0.7021305013232472
adult,contrastive,None,embedding,l1,42,0.50,1.00,mpe,0.5648218989372253
adult,contrastive,None,embedding,l1,42,0.50,1.00,rmse,0.3017524480819702
adult,contrastive,None,embedding,l1,42,1.00,1.00,acc,0.8575000166893005
adult,contrastive,None,embedding,l1,42,1.00,1.00,mcc,0.7223468054509246
adult,contrastive,None,embedding,l1,42,1.00,1.00,mpe,0.5343909859657288
adult,contrastive,None,embedding,l1,42,1.00,1.00,rmse,0.5786324739456177
adult,contrastive,None,embedding,l1,43,0.10,1.00,acc,0.8299999833106995
adult,contrastive,None,embedding,l1,43,0.10,1.00,mcc,0.6710328276169202
adult,contrastive,None,embedding,l1,43,0.10,1.00,mpe,0.8219472765922546
adult,contrastive,None,embedding,l1,43,0.10,1.00,rmse,0.06409599632024765
adult,contrastive,None,embedding,l1,43,0.50,1.00,acc,0.8450000286102295
adult,contrastive,None,embedding,l1,43,0.50,1.00,mcc,0.7021305013232472
adult,contrastive,None,embedding,l1,43,0.50,1.00,mpe,0.5648218989372253
adult,contrastive,None,embedding,l1,43,0.50,1.00,rmse,0.3017524480819702
adult,contrastive,None,embedding,l1,43,1.00,1.00,acc,0.8575000166893005
adult,contrastive,None,embedding,l1,43,1.00,1.00,mcc,0.7223468054509246
adult,contrastive,None,embedding,l1,43,1.00,1.00,mpe,0.5343909859657288
adult,contrastive,None,embedding,l1,43,1.00,1.00,rmse,0.5786324739456177
adult,contrastive,None,embedding,l1,44,0.10,1.00,acc,0.8299999833106995
adult,contrastive,None,embedding,l1,44,0.10,1.00,mcc,0.6710328276169202
adult,contrastive,None,embedding,l1,44,0.10,1.00,mpe,0.8219472765922546
adult,contrastive,None,embedding,l1,44,0.10,1.00,rmse,0.06409599632024765
adult,contrastive,None,embedding,l1,44,0.50,1.00,acc,0.8450000286102295
adult,contrastive,None,embedding,l1,44,0.50,1.00,mcc,0.7021305013232472
adult,contrastive,None,embedding,l1,44,0.50,1.00,mpe,0.5648218989372253
adult,contrastive,None,embedding,l1,44,0.50,1.00,rmse,0.3017524480819702
adult,contrastive,None,embedding,l1,44,1.00,1.00,acc,0.8575000166893005
adult,contrastive,None,embedding,l1,44,1.00,1.00,mcc,0.7223468054509246
adult,contrastive,None,embedding,l1,44,1.00,1.00,mpe,0.5343909859657288
adult,contrastive,None,embedding,l1,44,1.00,1.00,rmse,0.5786324739456177
adult,contrastive,None,embedding,l1,6,0.10,1.00,acc,0.8299999833106995
adult,contrastive,None,embedding,l1,6,0.10,1.00,mcc,0.6710328276169202
adult,contrastive,None,embedding,l1,6,0.10,1.00,mpe,0.8219472765922546
adult,contrastive,None,embedding,l1,6,0.10,1.00,rmse,0.06409599632024765
adult,contrastive,None,embedding,l1,6,0.50,1.00,acc,0.8450000286102295
adult,contrastive,None,embedding,l1,6,0.50,1.00,mcc,0.7021305013232472
adult,contrastive,None,embedding,l1,6,0.50,1.00,mpe,0.5648218989372253
adult,contrastive,None,embedding,l1,6,0.50,1.00,rmse,0.3017524480819702
adult,contrastive,None,embedding,l1,6,1.00,1.00,acc,0.8575000166893005
adult,contrastive,None,embedding,l1,6,1.00,1.00,mcc,0.7223468054509246
adult,contrastive,None,embedding,l1,6,1.00,1.00,mpe,0.5343909859657288
adult,contrastive,None,embedding,l1,6,1.00,1.00,rmse,0.5786324739456177
adult,contrastive,None,embedding,l1,9,0.10,1.00,acc,0.8299999833106995
adult,contrastive,None,embedding,l1,9,0.10,1.00,mcc,0.6710328276169202
adult,contrastive,None,embedding,l1,9,0.10,1.00,mpe,0.8219472765922546
adult,contrastive,None,embedding,l1,9,0.10,1.00,rmse,0.06409599632024765
adult,contrastive,None,embedding,l1,9,0.50,1.00,acc,0.8450000286102295
adult,contrastive,None,embedding,l1,9,0.50,1.00,mcc,0.7021305013232472
adult,contrastive,None,embedding,l1,9,0.50,1.00,mpe,0.5648218989372253
adult,contrastive,None,embedding,l1,9,0.50,1.00,rmse,0.3017524480819702
adult,contrastive,None,embedding,l1,9,1.00,1.00,acc,0.8575000166893005
adult,contrastive,None,embedding,l1,9,1.00,1.00,mcc,0.7223468054509246
adult,contrastive,None,embedding,l1,9,1.00,1.00,mpe,0.5343909859657288
adult,contrastive,None,embedding,l1,9,1.00,1.00,rmse,0.5786324739456177
adult,contrastive,None,embedding,l2,0,0.10,1.00,acc,0.8479999899864197
adult,contrastive,None,embedding,l2,0,0.10,1.00,mcc,0.7064178575635964
adult,contrastive,None,embedding,l2,0,0.10,1.00,mpe,0.787839949131012
adult,contrastive,None,embedding,l2,0,0.10,1.00,rmse,0.05739886686205864
adult,contrastive,None,embedding,l2,0,0.50,1.00,acc,0.8550000190734863
adult,contrastive,None,embedding,l2,0,0.50,1.00,mcc,0.7180388400399527
adult,contrastive,None,embedding,l2,0,0.50,1.00,mpe,0.5540887713432312
adult,contrastive,None,embedding,l2,0,0.50,1.00,rmse,0.27309921383857727
adult,contrastive,None,embedding,l2,0,1.00,1.00,acc,0.9110000133514404
adult,contrastive,None,embedding,l2,0,1.00,1.00,mcc,0.8238153750699027
adult,contrastive,None,embedding,l2,0,1.00,1.00,mpe,0.3604339063167572
adult,contrastive,None,embedding,l2,0,1.00,1.00,rmse,0.32009822130203247
adult,contrastive,None,embedding,l2,41,0.10,1.00,acc,0.8479999899864197
adult,contrastive,None,embedding,l2,41,0.10,1.00,mcc,0.7064178575635964
adult,contrastive,None,embedding,l2,41,0.10,1.00,mpe,0.787839949131012
adult,contrastive,None,embedding,l2,41,0.10,1.00,rmse,0.05739886686205864
adult,contrastive,None,embedding,l2,41,0.50,1.00,acc,0.8550000190734863
adult,contrastive,None,embedding,l2,41,0.50,1.00,mcc,0.7180388400399527
adult,contrastive,None,embedding,l2,41,0.50,1.00,mpe,0.5540887713432312
adult,contrastive,None,embedding,l2,41,0.50,1.00,rmse,0.27309921383857727
adult,contrastive,None,embedding,l2,41,1.00,1.00,acc,0.9110000133514404
adult,contrastive,None,embedding,l2,41,1.00,1.00,mcc,0.8238153750699027
adult,contrastive,None,embedding,l2,41,1.00,1.00,mpe,0.3604339063167572
adult,contrastive,None,embedding,l2,41,1.00,1.00,rmse,0.32009822130203247
adult,contrastive,None,embedding,l2,42,0.10,1.00,acc,0.8479999899864197
adult,contrastive,None,embedding,l2,42,0.10,1.00,mcc,0.7064178575635964
adult,contrastive,None,embedding,l2,42,0.10,1.00,mpe,0.787839949131012
adult,contrastive,None,embedding,l2,42,0.10,1.00,rmse,0.05739886686205864
adult,contrastive,None,embedding,l2,42,0.50,1.00,acc,0.8550000190734863
adult,contrastive,None,embedding,l2,42,0.50,1.00,mcc,0.7180388400399527
adult,contrastive,None,embedding,l2,42,0.50,1.00,mpe,0.5540887713432312
adult,contrastive,None,embedding,l2,42,0.50,1.00,rmse,0.27309921383857727
adult,contrastive,None,embedding,l2,42,1.00,1.00,acc,0.9110000133514404
adult,contrastive,None,embedding,l2,42,1.00,1.00,mcc,0.8238153750699027
adult,contrastive,None,embedding,l2,42,1.00,1.00,mpe,0.3604339063167572
adult,contrastive,None,embedding,l2,42,1.00,1.00,rmse,0.32009822130203247
adult,contrastive,None,embedding,l2,43,0.10,1.00,acc,0.8479999899864197
adult,contrastive,None,embedding,l2,43,0.10,1.00,mcc,0.7064178575635964
adult,contrastive,None,embedding,l2,43,0.10,1.00,mpe,0.787839949131012
adult,contrastive,None,embedding,l2,43,0.10,1.00,rmse,0.05739886686205864
adult,contrastive,None,embedding,l2,43,0.50,1.00,acc,0.8550000190734863
adult,contrastive,None,embedding,l2,43,0.50,1.00,mcc,0.7180388400399527
adult,contrastive,None,embedding,l2,43,0.50,1.00,mpe,0.5540887713432312
adult,contrastive,None,embedding,l2,43,0.50,1.00,rmse,0.27309921383857727
adult,contrastive,None,embedding,l2,43,1.00,1.00,acc,0.9110000133514404
adult,contrastive,None,embedding,l2,43,1.00,1.00,mcc,0.8238153750699027
adult,contrastive,None,embedding,l2,43,1.00,1.00,mpe,0.3604339063167572
adult,contrastive,None,embedding,l2,43,1.00,1.00,rmse,0.32009822130203247
adult,contrastive,None,embedding,l2,44,0.10,1.00,acc,0.8479999899864197
adult,contrastive,None,embedding,l2,44,0.10,1.00,mcc,0.7064178575635964
adult,contrastive,None,embedding,l2,44,0.10,1.00,mpe,0.787839949131012
adult,contrastive,None,embedding,l2,44,0.10,1.00,rmse,0.05739886686205864
adult,contrastive,None,embedding,l2,44,0.50,1.00,acc,0.8550000190734863
adult,contrastive,None,embedding,l2,44,0.50,1.00,mcc,0.7180388400399527
adult,contrastive,None,embedding,l2,44,0.50,1.00,mpe,0.5540887713432312
adult,contrastive,None,embedding,l2,44,0.50,1.00,rmse,0.27309921383857727
adult,contrastive,None,embedding,l2,44,1.00,1.00,acc,0.9110000133514404
adult,contrastive,None,embedding,l2,44,1.00,1.00,mcc,0.8238153750699027
adult,contrastive,None,embedding,l2,44,1.00,1.00,mpe,0.3604339063167572
adult,contrastive,None,embedding,l2,44,1.00,1.00,rmse,0.32009822130203247
adult,contrastive,None,embedding,l2,6,0.10,1.00,acc,0.8479999899864197
adult,contrastive,None,embedding,l2,6,0.10,1.00,mcc,0.7064178575635964
adult,contrastive,None,embedding,l2,6,0.10,1.00,mpe,0.787839949131012
adult,contrastive,None,embedding,l2,6,0.10,1.00,rmse,0.05739886686205864
adult,contrastive,None,embedding,l2,6,0.50,1.00,acc,0.8550000190734863
adult,contrastive,None,embedding,l2,6,0.50,1.00,mcc,0.7180388400399527
adult,contrastive,None,embedding,l2,6,0.50,1.00,mpe,0.5540887713432312
adult,contrastive,None,embedding,l2,6,0.50,1.00,rmse,0.27309921383857727
adult,contrastive,None,embedding,l2,6,1.00,1.00,acc,0.9110000133514404
adult,contrastive,None,embedding,l2,6,1.00,1.00,mcc,0.8238153750699027
adult,contrastive,None,embedding,l2,6,1.00,1.00,mpe,0.3604339063167572
adult,contrastive,None,embedding,l2,6,1.00,1.00,rmse,0.32009822130203247
adult,contrastive,None,embedding,l2,9,0.10,1.00,acc,0.8479999899864197
adult,contrastive,None,embedding,l2,9,0.10,1.00,mcc,0.7064178575635964
adult,contrastive,None,embedding,l2,9,0.10,1.00,mpe,0.787839949131012
adult,contrastive,None,embedding,l2,9,0.10,1.00,rmse,0.05739886686205864
adult,contrastive,None,embedding,l2,9,0.50,1.00,acc,0.8550000190734863
adult,contrastive,None,embedding,l2,9,0.50,1.00,mcc,0.7180388400399527
adult,contrastive,None,embedding,l2,9,0.50,1.00,mpe,0.5540887713432312
adult,contrastive,None,embedding,l2,9,0.50,1.00,rmse,0.27309921383857727
adult,contrastive,None,embedding,l2,9,1.00,1.00,acc,0.9110000133514404
adult,contrastive,None,embedding,l2,9,1.00,1.00,mcc,0.8238153750699027
adult,contrastive,None,embedding,l2,9,1.00,1.00,mpe,0.3604339063167572
adult,contrastive,None,embedding,l2,9,1.00,1.00,rmse,0.32009822130203247
adult,contrastive,None,embedding,linf,0,0.10,1.00,acc,0.8945000171661377
adult,contrastive,None,embedding,linf,0,0.10,1.00,mcc,0.792438356196474
adult,contrastive,None,embedding,linf,0,0.10,1.00,mpe,0.4491041898727417
adult,contrastive,None,embedding,linf,0,0.10,1.00,rmse,0.04074480012059212
adult,contrastive,None,embedding,linf,0,0.50,1.00,acc,0.9054999947547913
adult,contrastive,None,embedding,linf,0,0.50,1.00,mcc,0.8126249185649699
adult,contrastive,None,embedding,linf,0,0.50,1.00,mpe,0.2933347821235657
adult,contrastive,None,embedding,linf,0,0.50,1.00,rmse,0.1851658821105957
adult,contrastive,None,embedding,linf,0,1.00,1.00,acc,0.9024999737739563
adult,contrastive,None,embedding,linf,0,1.00,1.00,mcc,0.8058923450671325
adult,contrastive,None,embedding,linf,0,1.00,1.00,mpe,0.30916520953178406
adult,contrastive,None,embedding,linf,0,1.00,1.00,rmse,0.33891552686691284
adult,contrastive,None,embedding,linf,41,0.10,1.00,acc,0.8945000171661377
adult,contrastive,None,embedding,linf,41,0.10,1.00,mcc,0.792438356196474
adult,contrastive,None,embedding,linf,41,0.10,1.00,mpe,0.4491041898727417
adult,contrastive,None,embedding,linf,41,0.10,1.00,rmse,0.04074480012059212
adult,contrastive,None,embedding,linf,41,0.50,1.00,acc,0.9054999947547913
adult,contrastive,None,embedding,linf,41,0.50,1.00,mcc,0.8126249185649699
adult,contrastive,None,embedding,linf,41,0.50,1.00,mpe,0.2933347821235657
adult,contrastive,None,embedding,linf,41,0.50,1.00,rmse,0.1851658821105957
adult,contrastive,None,embedding,linf,41,1.00,1.00,acc,0.9024999737739563
adult,contrastive,None,embedding,linf,41,1.00,1.00,mcc,0.8058923450671325
adult,contrastive,None,embedding,linf,41,1.00,1.00,mpe,0.30916520953178406
adult,contrastive,None,embedding,linf,41,1.00,1.00,rmse,0.33891552686691284
adult,contrastive,None,embedding,linf,42,0.10,1.00,acc,0.8945000171661377
adult,contrastive,None,embedding,linf,42,0.10,1.00,mcc,0.792438356196474
adult,contrastive,None,embedding,linf,42,0.10,1.00,mpe,0.4491041898727417
adult,contrastive,None,embedding,linf,42,0.10,1.00,rmse,0.04074480012059212
adult,contrastive,None,embedding,linf,42,0.50,1.00,acc,0.9054999947547913
adult,contrastive,None,embedding,linf,42,0.50,1.00,mcc,0.8126249185649699
adult,contrastive,None,embedding,linf,42,0.50,1.00,mpe,0.2933347821235657
adult,contrastive,None,embedding,linf,42,0.50,1.00,rmse,0.1851658821105957
adult,contrastive,None,embedding,linf,42,1.00,1.00,acc,0.9024999737739563
adult,contrastive,None,embedding,linf,42,1.00,1.00,mcc,0.8058923450671325
adult,contrastive,None,embedding,linf,42,1.00,1.00,mpe,0.30916520953178406
adult,contrastive,None,embedding,linf,42,1.00,1.00,rmse,0.33891552686691284
adult,contrastive,None,embedding,linf,43,0.10,1.00,acc,0.8945000171661377
adult,contrastive,None,embedding,linf,43,0.10,1.00,mcc,0.792438356196474
adult,contrastive,None,embedding,linf,43,0.10,1.00,mpe,0.4491041898727417
adult,contrastive,None,embedding,linf,43,0.10,1.00,rmse,0.04074480012059212
adult,contrastive,None,embedding,linf,43,0.50,1.00,acc,0.9054999947547913
adult,contrastive,None,embedding,linf,43,0.50,1.00,mcc,0.8126249185649699
adult,contrastive,None,embedding,linf,43,0.50,1.00,mpe,0.2933347821235657
adult,contrastive,None,embedding,linf,43,0.50,1.00,rmse,0.1851658821105957
adult,contrastive,None,embedding,linf,43,1.00,1.00,acc,0.9024999737739563
adult,contrastive,None,embedding,linf,43,1.00,1.00,mcc,0.8058923450671325
adult,contrastive,None,embedding,linf,43,1.00,1.00,mpe,0.30916520953178406
adult,contrastive,None,embedding,linf,43,1.00,1.00,rmse,0.33891552686691284
adult,contrastive,None,embedding,linf,44,0.10,1.00,acc,0.8945000171661377
adult,contrastive,None,embedding,linf,44,0.10,1.00,mcc,0.792438356196474
adult,contrastive,None,embedding,linf,44,0.10,1.00,mpe,0.4491041898727417
adult,contrastive,None,embedding,linf,44,0.10,1.00,rmse,0.04074480012059212
adult,contrastive,None,embedding,linf,44,0.50,1.00,acc,0.9054999947547913
adult,contrastive,None,embedding,linf,44,0.50,1.00,mcc,0.8126249185649699
adult,contrastive,None,embedding,linf,44,0.50,1.00,mpe,0.2933347821235657
adult,contrastive,None,embedding,linf,44,0.50,1.00,rmse,0.1851658821105957
adult,contrastive,None,embedding,linf,44,1.00,1.00,acc,0.9024999737739563
adult,contrastive,None,embedding,linf,44,1.00,1.00,mcc,0.8058923450671325
adult,contrastive,None,embedding,linf,44,1.00,1.00,mpe,0.30916520953178406
adult,contrastive,None,embedding,linf,44,1.00,1.00,rmse,0.33891552686691284
adult,contrastive,None,embedding,linf,6,0.10,1.00,acc,0.8945000171661377
adult,contrastive,None,embedding,linf,6,0.10,1.00,mcc,0.792438356196474
adult,contrastive,None,embedding,linf,6,0.10,1.00,mpe,0.4491041898727417
adult,contrastive,None,embedding,linf,6,0.10,1.00,rmse,0.04074480012059212
adult,contrastive,None,embedding,linf,6,0.50,1.00,acc,0.9054999947547913
adult,contrastive,None,embedding,linf,6,0.50,1.00,mcc,0.8126249185649699
adult,contrastive,None,embedding,linf,6,0.50,1.00,mpe,0.2933347821235657
adult,contrastive,None,embedding,linf,6,0.50,1.00,rmse,0.1851658821105957
adult,contrastive,None,embedding,linf,6,1.00,1.00,acc,0.9024999737739563
adult,contrastive,None,embedding,linf,6,1.00,1.00,mcc,0.8058923450671325
adult,contrastive,None,embedding,linf,6,1.00,1.00,mpe,0.30916520953178406
adult,contrastive,None,embedding,linf,6,1.00,1.00,rmse,0.33891552686691284
adult,contrastive,None,embedding,linf,9,0.10,1.00,acc,0.8945000171661377
adult,contrastive,None,embedding,linf,9,0.10,1.00,mcc,0.792438356196474
adult,contrastive,None,embedding,linf,9,0.10,1.00,mpe,0.4491041898727417
adult,contrastive,None,embedding,linf,9,0.10,1.00,rmse,0.04074480012059212
adult,contrastive,None,embedding,linf,9,0.50,1.00,acc,0.9054999947547913
adult,contrastive,None,embedding,linf,9,0.50,1.00,mcc,0.8126249185649699
adult,contrastive,None,embedding,linf,9,0.50,1.00,mpe,0.2933347821235657
adult,contrastive,None,embedding,linf,9,0.50,1.00,rmse,0.1851658821105957
adult,contrastive,None,embedding,linf,9,1.00,1.00,acc,0.9024999737739563
adult,contrastive,None,embedding,linf,9,1.00,1.00,mcc,0.8058923450671325
adult,contrastive,None,embedding,linf,9,1.00,1.00,mpe,0.30916520953178406
adult,contrastive,None,embedding,linf,9,1.00,1.00,rmse,0.33891552686691284
adult,contrastive,None,label,l05,0,0.10,1.00,acc,0.5120000243186951
adult,contrastive,None,label,l05,0,0.10,1.00,mcc,0.0
adult,contrastive,None,label,l05,0,0.10,1.00,mpe,0.9686952829360962
adult,contrastive,None,label,l05,0,0.10,1.00,rmse,0.16062740981578827
adult,contrastive,None,label,l05,0,0.50,1.00,acc,0.5195000171661377
adult,contrastive,None,label,l05,0,0.50,1.00,mcc,0.08904108501230008
adult,contrastive,None,label,l05,0,0.50,1.00,mpe,0.8606213331222534
adult,contrastive,None,label,l05,0,0.50,1.00,rmse,0.7023670673370361
adult,contrastive,None,label,l05,0,1.00,1.00,acc,0.5924999713897705
adult,contrastive,None,label,l05,0,1.00,1.00,mcc,0.3030729267112471
adult,contrastive,None,label,l05,0,1.00,1.00,mpe,0.7775819301605225
adult,contrastive,None,label,l05,0,1.00,1.00,rmse,1.1435620784759521
adult,contrastive,None,label,l05,41,0.10,1.00,acc,0.5120000243186951
adult,contrastive,None,label,l05,41,0.10,1.00,mcc,0.0
adult,contrastive,None,label,l05,41,0.10,1.00,mpe,0.9686952829360962
adult,contrastive,None,label,l05,41,0.10,1.00,rmse,0.16062740981578827
