data,type,decorrelation,output_type,metric,seed,margin,lambda,indicator,value
compas,contrastive,xicor,embedding,l05,42,0.50,1.00,acc,0.9545000195503235
compas,contrastive,xicor,embedding,l05,42,0.50,1.00,mcc,0.9092459581778055
compas,contrastive,xicor,embedding,l05,42,0.50,1.00,mpe,0.18836335837841034
compas,contrastive,xicor,embedding,l05,42,0.50,1.00,rmse,0.09270850569009781
compas,contrastive,xicor,embedding,l05,42,1.00,1.00,acc,0.9710000157356262
compas,contrastive,xicor,embedding,l05,42,1.00,1.00,mcc,0.9422750338689596
compas,contrastive,xicor,embedding,l05,42,1.00,1.00,mpe,0.11578265577554703
compas,contrastive,xicor,embedding,l05,42,1.00,1.00,rmse,0.13633303344249725
compas,contrastive,xicor,embedding,l05,43,0.10,1.00,acc,0.8255000114440918
compas,contrastive,xicor,embedding,l05,43,0.10,1.00,mcc,0.6597641552827571
compas,contrastive,xicor,embedding,l05,43,0.10,1.00,mpe,0.7090350389480591
compas,contrastive,xicor,embedding,l05,43,0.10,1.00,rmse,0.06648533046245575
compas,contrastive,xicor,embedding,l05,43,0.50,1.00,acc,0.9545000195503235
compas,contrastive,xicor,embedding,l05,43,0.50,1.00,mcc,0.9092459581778055
compas,contrastive,xicor,embedding,l05,43,0.50,1.00,mpe,0.18836335837841034
compas,contrastive,xicor,embedding,l05,43,0.50,1.00,rmse,0.09270850569009781
compas,contrastive,xicor,embedding,l05,43,1.00,1.00,acc,0.9710000157356262
compas,contrastive,xicor,embedding,l05,43,1.00,1.00,mcc,0.9422750338689596
compas,contrastive,xicor,embedding,l05,43,1.00,1.00,mpe,0.11578265577554703
compas,contrastive,xicor,embedding,l05,43,1.00,1.00,rmse,0.13633303344249725
compas,contrastive,xicor,embedding,l05,44,0.10,1.00,acc,0.8255000114440918
compas,contrastive,xicor,embedding,l05,44,0.10,1.00,mcc,0.6597641552827571
compas,contrastive,xicor,embedding,l05,44,0.10,1.00,mpe,0.7090350389480591
compas,contrastive,xicor,embedding,l05,44,0.10,1.00,rmse,0.06648533046245575
compas,contrastive,xicor,embedding,l05,44,0.50,1.00,acc,0.9545000195503235
compas,contrastive,xicor,embedding,l05,44,0.50,1.00,mcc,0.9092459581778055
compas,contrastive,xicor,embedding,l05,44,0.50,1.00,mpe,0.18836335837841034
compas,contrastive,xicor,embedding,l05,44,0.50,1.00,rmse,0.09270850569009781
compas,contrastive,xicor,embedding,l05,44,1.00,1.00,acc,0.9710000157356262
compas,contrastive,xicor,embedding,l05,44,1.00,1.00,mcc,0.9422750338689596
compas,contrastive,xicor,embedding,l05,44,1.00,1.00,mpe,0.11578265577554703
compas,contrastive,xicor,embedding,l05,44,1.00,1.00,rmse,0.13633303344249725
compas,contrastive,xicor,embedding,l05,6,0.10,1.00,acc,0.8255000114440918
compas,contrastive,xicor,embedding,l05,6,0.10,1.00,mcc,0.6597641552827571
compas,contrastive,xicor,embedding,l05,6,0.10,1.00,mpe,0.7090350389480591
compas,contrastive,xicor,embedding,l05,6,0.10,1.00,rmse,0.06648533046245575
compas,contrastive,xicor,embedding,l05,6,0.50,1.00,acc,0.9545000195503235
compas,contrastive,xicor,embedding,l05,6,0.50,1.00,mcc,0.9092459581778055
compas,contrastive,xicor,embedding,l05,6,0.50,1.00,mpe,0.18836335837841034
compas,contrastive,xicor,embedding,l05,6,0.50,1.00,rmse,0.09270850569009781
compas,contrastive,xicor,embedding,l05,6,1.00,1.00,acc,0.9710000157356262
compas,contrastive,xicor,embedding,l05,6,1.00,1.00,mcc,0.9422750338689596
compas,contrastive,xicor,embedding,l05,6,1.00,1.00,mpe,0.11578265577554703
compas,contrastive,xicor,embedding,l05,6,1.00,1.00,rmse,0.13633303344249725
compas,contrastive,xicor,embedding,l05,9,0.10,1.00,acc,0.8255000114440918
compas,contrastive,xicor,embedding,l05,9,0.10,1.00,mcc,0.6597641552827571
compas,contrastive,xicor,embedding,l05,9,0.10,1.00,mpe,0.7090350389480591
compas,contrastive,xicor,embedding,l05,9,0.10,1.00,rmse,0.06648533046245575
compas,contrastive,xicor,embedding,l05,9,0.50,1.00,acc,0.9545000195503235
compas,contrastive,xicor,embedding,l05,9,0.50,1.00,mcc,0.9092459581778055
compas,contrastive,xicor,embedding,l05,9,0.50,1.00,mpe,0.18836335837841034
compas,contrastive,xicor,embedding,l05,9,0.50,1.00,rmse,0.09270850569009781
compas,contrastive,xicor,embedding,l05,9,1.00,1.00,acc,0.9710000157356262
compas,contrastive,xicor,embedding,l05,9,1.00,1.00,mcc,0.9422750338689596
compas,contrastive,xicor,embedding,l05,9,1.00,1.00,mpe,0.11578265577554703
compas,contrastive,xicor,embedding,l05,9,1.00,1.00,rmse,0.13633303344249725
compas,contrastive,xicor,embedding,l1,0,0.10,1.00,acc,0.8855000138282776
compas,contrastive,xicor,embedding,l1,0,0.10,1.00,mcc,0.7756916168755761
compas,contrastive,xicor,embedding,l1,0,0.10,1.00,mpe,0.45574384927749634
compas,contrastive,xicor,embedding,l1,0,0.10,1.00,rmse,0.05259191244840622
compas,contrastive,xicor,embedding,l1,0,0.50,1.00,acc,0.8985000252723694
compas,contrastive,xicor,embedding,l1,0,0.50,1.00,mcc,0.8020186802736574
compas,contrastive,xicor,embedding,l1,0,0.50,1.00,mpe,0.2976665794849396
compas,contrastive,xicor,embedding,l1,0,0.50,1.00,rmse,0.24730783700942993
compas,contrastive,xicor,embedding,l1,0,1.00,1.00,acc,0.9700000286102295
compas,contrastive,xicor,embedding,l1,0,1.00,1.00,mcc,0.93999945999514
compas,contrastive,xicor,embedding,l1,0,1.00,1.00,mpe,0.14040149748325348
compas,contrastive,xicor,embedding,l1,0,1.00,1.00,rmse,0.11096207052469254
compas,contrastive,xicor,embedding,l1,41,0.10,1.00,acc,0.8855000138282776
compas,contrastive,xicor,embedding,l1,41,0.10,1.00,mcc,0.7756916168755761
compas,contrastive,xicor,embedding,l1,41,0.10,1.00,mpe,0.45574384927749634
compas,contrastive,xicor,embedding,l1,41,0.10,1.00,rmse,0.05259191244840622
compas,contrastive,xicor,embedding,l1,41,0.50,1.00,acc,0.8985000252723694
compas,contrastive,xicor,embedding,l1,41,0.50,1.00,mcc,0.8020186802736574
compas,contrastive,xicor,embedding,l1,41,0.50,1.00,mpe,0.2976665794849396
compas,contrastive,xicor,embedding,l1,41,0.50,1.00,rmse,0.24730783700942993
compas,contrastive,xicor,embedding,l1,41,1.00,1.00,acc,0.9700000286102295
compas,contrastive,xicor,embedding,l1,41,1.00,1.00,mcc,0.93999945999514
compas,contrastive,xicor,embedding,l1,41,1.00,1.00,mpe,0.14040149748325348
compas,contrastive,xicor,embedding,l1,41,1.00,1.00,rmse,0.11096207052469254
compas,contrastive,xicor,embedding,l1,42,0.10,1.00,acc,0.8855000138282776
compas,contrastive,xicor,embedding,l1,42,0.10,1.00,mcc,0.7756916168755761
compas,contrastive,xicor,embedding,l1,42,0.10,1.00,mpe,0.45574384927749634
compas,contrastive,xicor,embedding,l1,42,0.10,1.00,rmse,0.05259191244840622
compas,contrastive,xicor,embedding,l1,42,0.50,1.00,acc,0.8985000252723694
compas,contrastive,xicor,embedding,l1,42,0.50,1.00,mcc,0.8020186802736574
compas,contrastive,xicor,embedding,l1,42,0.50,1.00,mpe,0.2976665794849396
compas,contrastive,xicor,embedding,l1,42,0.50,1.00,rmse,0.24730783700942993
compas,contrastive,xicor,embedding,l1,42,1.00,1.00,acc,0.9700000286102295
compas,contrastive,xicor,embedding,l1,42,1.00,1.00,mcc,0.93999945999514
compas,contrastive,xicor,embedding,l1,42,1.00,1.00,mpe,0.14040149748325348
compas,contrastive,xicor,embedding,l1,42,1.00,1.00,rmse,0.11096207052469254
compas,contrastive,xicor,embedding,l1,43,0.10,1.00,acc,0.8855000138282776
compas,contrastive,xicor,embedding,l1,43,0.10,1.00,mcc,0.7756916168755761
compas,contrastive,xicor,embedding,l1,43,0.10,1.00,mpe,0.45574384927749634
compas,contrastive,xicor,embedding,l1,43,0.10,1.00,rmse,0.05259191244840622
compas,contrastive,xicor,embedding,l1,43,0.50,1.00,acc,0.8985000252723694
compas,contrastive,xicor,embedding,l1,43,0.50,1.00,mcc,0.8020186802736574
compas,contrastive,xicor,embedding,l1,43,0.50,1.00,mpe,0.2976665794849396
compas,contrastive,xicor,embedding,l1,43,0.50,1.00,rmse,0.24730783700942993
compas,contrastive,xicor,embedding,l1,43,1.00,1.00,acc,0.9700000286102295
compas,contrastive,xicor,embedding,l1,43,1.00,1.00,mcc,0.93999945999514
compas,contrastive,xicor,embedding,l1,43,1.00,1.00,mpe,0.14040149748325348
compas,contrastive,xicor,embedding,l1,43,1.00,1.00,rmse,0.11096207052469254
compas,contrastive,xicor,embedding,l1,44,0.10,1.00,acc,0.8855000138282776
compas,contrastive,xicor,embedding,l1,44,0.10,1.00,mcc,0.7756916168755761
compas,contrastive,xicor,embedding,l1,44,0.10,1.00,mpe,0.45574384927749634
compas,contrastive,xicor,embedding,l1,44,0.10,1.00,rmse,0.05259191244840622
compas,contrastive,xicor,embedding,l1,44,0.50,1.00,acc,0.8985000252723694
compas,contrastive,xicor,embedding,l1,44,0.50,1.00,mcc,0.8020186802736574
compas,contrastive,xicor,embedding,l1,44,0.50,1.00,mpe,0.2976665794849396
compas,contrastive,xicor,embedding,l1,44,0.50,1.00,rmse,0.24730783700942993
compas,contrastive,xicor,embedding,l1,44,1.00,1.00,acc,0.9700000286102295
compas,contrastive,xicor,embedding,l1,44,1.00,1.00,mcc,0.93999945999514
compas,contrastive,xicor,embedding,l1,44,1.00,1.00,mpe,0.14040149748325348
compas,contrastive,xicor,embedding,l1,44,1.00,1.00,rmse,0.11096207052469254
compas,contrastive,xicor,embedding,l1,6,0.10,1.00,acc,0.8855000138282776
compas,contrastive,xicor,embedding,l1,6,0.10,1.00,mcc,0.7756916168755761
compas,contrastive,xicor,embedding,l1,6,0.10,1.00,mpe,0.45574384927749634
compas,contrastive,xicor,embedding,l1,6,0.10,1.00,rmse,0.05259191244840622
compas,contrastive,xicor,embedding,l1,6,0.50,1.00,acc,0.8985000252723694
compas,contrastive,xicor,embedding,l1,6,0.50,1.00,mcc,0.8020186802736574
compas,contrastive,xicor,embedding,l1,6,0.50,1.00,mpe,0.2976665794849396
compas,contrastive,xicor,embedding,l1,6,0.50,1.00,rmse,0.24730783700942993
compas,contrastive,xicor,embedding,l1,6,1.00,1.00,acc,0.9700000286102295
compas,contrastive,xicor,embedding,l1,6,1.00,1.00,mcc,0.93999945999514
compas,contrastive,xicor,embedding,l1,6,1.00,1.00,mpe,0.14040149748325348
compas,contrastive,xicor,embedding,l1,6,1.00,1.00,rmse,0.11096207052469254
compas,contrastive,xicor,embedding,l1,9,0.10,1.00,acc,0.8855000138282776
compas,contrastive,xicor,embedding,l1,9,0.10,1.00,mcc,0.7756916168755761
compas,contrastive,xicor,embedding,l1,9,0.10,1.00,mpe,0.45574384927749634
compas,contrastive,xicor,embedding,l1,9,0.10,1.00,rmse,0.05259191244840622
compas,contrastive,xicor,embedding,l1,9,0.50,1.00,acc,0.8985000252723694
compas,contrastive,xicor,embedding,l1,9,0.50,1.00,mcc,0.8020186802736574
compas,contrastive,xicor,embedding,l1,9,0.50,1.00,mpe,0.2976665794849396
compas,contrastive,xicor,embedding,l1,9,0.50,1.00,rmse,0.24730783700942993
compas,contrastive,xicor,embedding,l1,9,1.00,1.00,acc,0.9700000286102295
compas,contrastive,xicor,embedding,l1,9,1.00,1.00,mcc,0.93999945999514
compas,contrastive,xicor,embedding,l1,9,1.00,1.00,mpe,0.14040149748325348
compas,contrastive,xicor,embedding,l1,9,1.00,1.00,rmse,0.11096207052469254
compas,contrastive,xicor,embedding,l2,0,0.10,1.00,acc,0.9605000019073486
compas,contrastive,xicor,embedding,l2,0,0.10,1.00,mcc,0.9210801998243756
compas,contrastive,xicor,embedding,l2,0,0.10,1.00,mpe,0.22754651308059692
compas,contrastive,xicor,embedding,l2,0,0.10,1.00,rmse,0.012217803858220577
compas,contrastive,xicor,embedding,l2,0,0.50,1.00,acc,0.984000027179718
compas,contrastive,xicor,embedding,l2,0,0.50,1.00,mcc,0.9680177121594095
compas,contrastive,xicor,embedding,l2,0,0.50,1.00,mpe,0.060545895248651505
compas,contrastive,xicor,embedding,l2,0,0.50,1.00,rmse,0.026502257212996483
compas,contrastive,xicor,embedding,l2,0,1.00,1.00,acc,0.9890000224113464
compas,contrastive,xicor,embedding,l2,0,1.00,1.00,mcc,0.9780078900472744
compas,contrastive,xicor,embedding,l2,0,1.00,1.00,mpe,0.0582411028444767
compas,contrastive,xicor,embedding,l2,0,1.00,1.00,rmse,0.043479979038238525
compas,contrastive,xicor,embedding,l2,41,0.10,1.00,acc,0.9605000019073486
compas,contrastive,xicor,embedding,l2,41,0.10,1.00,mcc,0.9210801998243756
compas,contrastive,xicor,embedding,l2,41,0.10,1.00,mpe,0.22754651308059692
compas,contrastive,xicor,embedding,l2,41,0.10,1.00,rmse,0.012217803858220577
compas,contrastive,xicor,embedding,l2,41,0.50,1.00,acc,0.984000027179718
compas,contrastive,xicor,embedding,l2,41,0.50,1.00,mcc,0.9680177121594095
compas,contrastive,xicor,embedding,l2,41,0.50,1.00,mpe,0.060545895248651505
compas,contrastive,xicor,embedding,l2,41,0.50,1.00,rmse,0.026502257212996483
compas,contrastive,xicor,embedding,l2,41,1.00,1.00,acc,0.9890000224113464
compas,contrastive,xicor,embedding,l2,41,1.00,1.00,mcc,0.9780078900472744
compas,contrastive,xicor,embedding,l2,41,1.00,1.00,mpe,0.0582411028444767
compas,contrastive,xicor,embedding,l2,41,1.00,1.00,rmse,0.043479979038238525
compas,contrastive,xicor,embedding,l2,42,0.10,1.00,acc,0.9605000019073486
compas,contrastive,xicor,embedding,l2,42,0.10,1.00,mcc,0.9210801998243756
compas,contrastive,xicor,embedding,l2,42,0.10,1.00,mpe,0.22754651308059692
compas,contrastive,xicor,embedding,l2,42,0.10,1.00,rmse,0.012217803858220577
compas,contrastive,xicor,embedding,l2,42,0.50,1.00,acc,0.984000027179718
compas,contrastive,xicor,embedding,l2,42,0.50,1.00,mcc,0.9680177121594095
compas,contrastive,xicor,embedding,l2,42,0.50,1.00,mpe,0.060545895248651505
compas,contrastive,xicor,embedding,l2,42,0.50,1.00,rmse,0.026502257212996483
compas,contrastive,xicor,embedding,l2,42,1.00,1.00,acc,0.9890000224113464
compas,contrastive,xicor,embedding,l2,42,1.00,1.00,mcc,0.9780078900472744
compas,contrastive,xicor,embedding,l2,42,1.00,1.00,mpe,0.0582411028444767
compas,contrastive,xicor,embedding,l2,42,1.00,1.00,rmse,0.043479979038238525
compas,contrastive,xicor,embedding,l2,43,0.10,1.00,acc,0.9605000019073486
compas,contrastive,xicor,embedding,l2,43,0.10,1.00,mcc,0.9210801998243756
compas,contrastive,xicor,embedding,l2,43,0.10,1.00,mpe,0.22754651308059692
compas,contrastive,xicor,embedding,l2,43,0.10,1.00,rmse,0.012217803858220577
compas,contrastive,xicor,embedding,l2,43,0.50,1.00,acc,0.984000027179718
compas,contrastive,xicor,embedding,l2,43,0.50,1.00,mcc,0.9680177121594095
compas,contrastive,xicor,embedding,l2,43,0.50,1.00,mpe,0.060545895248651505
compas,contrastive,xicor,embedding,l2,43,0.50,1.00,rmse,0.026502257212996483
compas,contrastive,xicor,embedding,l2,43,1.00,1.00,acc,0.9890000224113464
compas,contrastive,xicor,embedding,l2,43,1.00,1.00,mcc,0.9780078900472744
compas,contrastive,xicor,embedding,l2,43,1.00,1.00,mpe,0.0582411028444767
compas,contrastive,xicor,embedding,l2,43,1.00,1.00,rmse,0.043479979038238525
compas,contrastive,xicor,embedding,l2,44,0.10,1.00,acc,0.9605000019073486
compas,contrastive,xicor,embedding,l2,44,0.10,1.00,mcc,0.9210801998243756
compas,contrastive,xicor,embedding,l2,44,0.10,1.00,mpe,0.22754651308059692
compas,contrastive,xicor,embedding,l2,44,0.10,1.00,rmse,0.012217803858220577
compas,contrastive,xicor,embedding,l2,44,0.50,1.00,acc,0.984000027179718
compas,contrastive,xicor,embedding,l2,44,0.50,1.00,mcc,0.9680177121594095
compas,contrastive,xicor,embedding,l2,44,0.50,1.00,mpe,0.060545895248651505
compas,contrastive,xicor,embedding,l2,44,0.50,1.00,rmse,0.026502257212996483
compas,contrastive,xicor,embedding,l2,44,1.00,1.00,acc,0.9890000224113464
compas,contrastive,xicor,embedding,l2,44,1.00,1.00,mcc,0.9780078900472744
compas,contrastive,xicor,embedding,l2,44,1.00,1.00,mpe,0.0582411028444767
compas,contrastive,xicor,embedding,l2,44,1.00,1.00,rmse,0.043479979038238525
compas,contrastive,xicor,embedding,l2,6,0.10,1.00,acc,0.9605000019073486
compas,contrastive,xicor,embedding,l2,6,0.10,1.00,mcc,0.9210801998243756
compas,contrastive,xicor,embedding,l2,6,0.10,1.00,mpe,0.22754651308059692
compas,contrastive,xicor,embedding,l2,6,0.10,1.00,rmse,0.012217803858220577
compas,contrastive,xicor,embedding,l2,6,0.50,1.00,acc,0.984000027179718
compas,contrastive,xicor,embedding,l2,6,0.50,1.00,mcc,0.9680177121594095
compas,contrastive,xicor,embedding,l2,6,0.50,1.00,mpe,0.060545895248651505
compas,contrastive,xicor,embedding,l2,6,0.50,1.00,rmse,0.026502257212996483
compas,contrastive,xicor,embedding,l2,6,1.00,1.00,acc,0.9890000224113464
compas,contrastive,xicor,embedding,l2,6,1.00,1.00,mcc,0.9780078900472744
compas,contrastive,xicor,embedding,l2,6,1.00,1.00,mpe,0.0582411028444767
compas,contrastive,xicor,embedding,l2,6,1.00,1.00,rmse,0.043479979038238525
compas,contrastive,xicor,embedding,l2,9,0.10,1.00,acc,0.9605000019073486
compas,contrastive,xicor,embedding,l2,9,0.10,1.00,mcc,0.9210801998243756
compas,contrastive,xicor,embedding,l2,9,0.10,1.00,mpe,0.22754651308059692
compas,contrastive,xicor,embedding,l2,9,0.10,1.00,rmse,0.012217803858220577
compas,contrastive,xicor,embedding,l2,9,0.50,1.00,acc,0.984000027179718
compas,contrastive,xicor,embedding,l2,9,0.50,1.00,mcc,0.9680177121594095
compas,contrastive,xicor,embedding,l2,9,0.50,1.00,mpe,0.060545895248651505
compas,contrastive,xicor,embedding,l2,9,0.50,1.00,rmse,0.026502257212996483
compas,contrastive,xicor,embedding,l2,9,1.00,1.00,acc,0.9890000224113464
compas,contrastive,xicor,embedding,l2,9,1.00,1.00,mcc,0.9780078900472744
compas,contrastive,xicor,embedding,l2,9,1.00,1.00,mpe,0.0582411028444767
compas,contrastive,xicor,embedding,l2,9,1.00,1.00,rmse,0.043479979038238525
compas,contrastive,xicor,embedding,linf,0,0.10,1.00,acc,0.9785000085830688
compas,contrastive,xicor,embedding,linf,0,0.10,1.00,mcc,0.9570043065290691
compas,contrastive,xicor,embedding,linf,0,0.10,1.00,mpe,0.135630264878273
compas,contrastive,xicor,embedding,linf,0,0.10,1.00,rmse,0.009913476184010506
compas,contrastive,xicor,embedding,linf,0,0.50,1.00,acc,0.984499990940094
compas,contrastive,xicor,embedding,linf,0,0.50,1.00,mcc,0.9690398034838841
compas,contrastive,xicor,embedding,linf,0,0.50,1.00,mpe,0.060951460152864456
compas,contrastive,xicor,embedding,linf,0,0.50,1.00,rmse,0.026993928477168083
compas,contrastive,xicor,embedding,linf,0,1.00,1.00,acc,0.9879999756813049
compas,contrastive,xicor,embedding,linf,0,1.00,1.00,mcc,0.9760078800472084
compas,contrastive,xicor,embedding,linf,0,1.00,1.00,mpe,0.06213906779885292
compas,contrastive,xicor,embedding,linf,0,1.00,1.00,rmse,0.04719750955700874
compas,contrastive,xicor,embedding,linf,41,0.10,1.00,acc,0.9785000085830688
compas,contrastive,xicor,embedding,linf,41,0.10,1.00,mcc,0.9570043065290691
compas,contrastive,xicor,embedding,linf,41,0.10,1.00,mpe,0.135630264878273
compas,contrastive,xicor,embedding,linf,41,0.10,1.00,rmse,0.009913476184010506
compas,contrastive,xicor,embedding,linf,41,0.50,1.00,acc,0.984499990940094
compas,contrastive,xicor,embedding,linf,41,0.50,1.00,mcc,0.9690398034838841
compas,contrastive,xicor,embedding,linf,41,0.50,1.00,mpe,0.060951460152864456
compas,contrastive,xicor,embedding,linf,41,0.50,1.00,rmse,0.026993928477168083
compas,contrastive,xicor,embedding,linf,41,1.00,1.00,acc,0.9879999756813049
compas,contrastive,xicor,embedding,linf,41,1.00,1.00,mcc,0.9760078800472084
compas,contrastive,xicor,embedding,linf,41,1.00,1.00,mpe,0.06213906779885292
compas,contrastive,xicor,embedding,linf,41,1.00,1.00,rmse,0.04719750955700874
compas,contrastive,xicor,embedding,linf,42,0.10,1.00,acc,0.9785000085830688
compas,contrastive,xicor,embedding,linf,42,0.10,1.00,mcc,0.9570043065290691
compas,contrastive,xicor,embedding,linf,42,0.10,1.00,mpe,0.135630264878273
compas,contrastive,xicor,embedding,linf,42,0.10,1.00,rmse,0.009913476184010506
compas,contrastive,xicor,embedding,linf,42,0.50,1.00,acc,0.984499990940094
compas,contrastive,xicor,embedding,linf,42,0.50,1.00,mcc,0.9690398034838841
compas,contrastive,xicor,embedding,linf,42,0.50,1.00,mpe,0.060951460152864456
compas,contrastive,xicor,embedding,linf,42,0.50,1.00,rmse,0.026993928477168083
compas,contrastive,xicor,embedding,linf,42,1.00,1.00,acc,0.9879999756813049
compas,contrastive,xicor,embedding,linf,42,1.00,1.00,mcc,0.9760078800472084
compas,contrastive,xicor,embedding,linf,42,1.00,1.00,mpe,0.06213906779885292
compas,contrastive,xicor,embedding,linf,42,1.00,1.00,rmse,0.04719750955700874
compas,contrastive,xicor,embedding,linf,43,0.10,1.00,acc,0.9785000085830688
compas,contrastive,xicor,embedding,linf,43,0.10,1.00,mcc,0.9570043065290691
compas,contrastive,xicor,embedding,linf,43,0.10,1.00,mpe,0.135630264878273
compas,contrastive,xicor,embedding,linf,43,0.10,1.00,rmse,0.009913476184010506
compas,contrastive,xicor,embedding,linf,43,0.50,1.00,acc,0.984499990940094
compas,contrastive,xicor,embedding,linf,43,0.50,1.00,mcc,0.9690398034838841
compas,contrastive,xicor,embedding,linf,43,0.50,1.00,mpe,0.060951460152864456
compas,contrastive,xicor,embedding,linf,43,0.50,1.00,rmse,0.026993928477168083
compas,contrastive,xicor,embedding,linf,43,1.00,1.00,acc,0.9879999756813049
compas,contrastive,xicor,embedding,linf,43,1.00,1.00,mcc,0.9760078800472084
compas,contrastive,xicor,embedding,linf,43,1.00,1.00,mpe,0.06213906779885292
compas,contrastive,xicor,embedding,linf,43,1.00,1.00,rmse,0.04719750955700874
compas,contrastive,xicor,embedding,linf,44,0.10,1.00,acc,0.9785000085830688
compas,contrastive,xicor,embedding,linf,44,0.10,1.00,mcc,0.9570043065290691
compas,contrastive,xicor,embedding,linf,44,0.10,1.00,mpe,0.135630264878273
compas,contrastive,xicor,embedding,linf,44,0.10,1.00,rmse,0.009913476184010506
compas,contrastive,xicor,embedding,linf,44,0.50,1.00,acc,0.984499990940094
compas,contrastive,xicor,embedding,linf,44,0.50,1.00,mcc,0.9690398034838841
compas,contrastive,xicor,embedding,linf,44,0.50,1.00,mpe,0.060951460152864456
compas,contrastive,xicor,embedding,linf,44,0.50,1.00,rmse,0.026993928477168083
compas,contrastive,xicor,embedding,linf,44,1.00,1.00,acc,0.9879999756813049
compas,contrastive,xicor,embedding,linf,44,1.00,1.00,mcc,0.9760078800472084
compas,contrastive,xicor,embedding,linf,44,1.00,1.00,mpe,0.06213906779885292
compas,contrastive,xicor,embedding,linf,44,1.00,1.00,rmse,0.04719750955700874
compas,contrastive,xicor,embedding,linf,6,0.10,1.00,acc,0.9785000085830688
compas,contrastive,xicor,embedding,linf,6,0.10,1.00,mcc,0.9570043065290691
compas,contrastive,xicor,embedding,linf,6,0.10,1.00,mpe,0.135630264878273
compas,contrastive,xicor,embedding,linf,6,0.10,1.00,rmse,0.009913476184010506
compas,contrastive,xicor,embedding,linf,6,0.50,1.00,acc,0.984499990940094
compas,contrastive,xicor,embedding,linf,6,0.50,1.00,mcc,0.9690398034838841
compas,contrastive,xicor,embedding,linf,6,0.50,1.00,mpe,0.060951460152864456
compas,contrastive,xicor,embedding,linf,6,0.50,1.00,rmse,0.026993928477168083
compas,contrastive,xicor,embedding,linf,6,1.00,1.00,acc,0.9879999756813049
compas,contrastive,xicor,embedding,linf,6,1.00,1.00,mcc,0.9760078800472084
compas,contrastive,xicor,embedding,linf,6,1.00,1.00,mpe,0.06213906779885292
compas,contrastive,xicor,embedding,linf,6,1.00,1.00,rmse,0.04719750955700874
compas,contrastive,xicor,embedding,linf,9,0.10,1.00,acc,0.9785000085830688
compas,contrastive,xicor,embedding,linf,9,0.10,1.00,mcc,0.9570043065290691
compas,contrastive,xicor,embedding,linf,9,0.10,1.00,mpe,0.135630264878273
compas,contrastive,xicor,embedding,linf,9,0.10,1.00,rmse,0.009913476184010506
compas,contrastive,xicor,embedding,linf,9,0.50,1.00,acc,0.984499990940094
compas,contrastive,xicor,embedding,linf,9,0.50,1.00,mcc,0.9690398034838841
compas,contrastive,xicor,embedding,linf,9,0.50,1.00,mpe,0.060951460152864456
compas,contrastive,xicor,embedding,linf,9,0.50,1.00,rmse,0.026993928477168083
compas,contrastive,xicor,embedding,linf,9,1.00,1.00,acc,0.9879999756813049
compas,contrastive,xicor,embedding,linf,9,1.00,1.00,mcc,0.9760078800472084
compas,contrastive,xicor,embedding,linf,9,1.00,1.00,mpe,0.06213906779885292
compas,contrastive,xicor,embedding,linf,9,1.00,1.00,rmse,0.04719750955700874
compas,contrastive,xicor,label,l05,0,0.10,1.00,acc,0.4880000054836273
compas,contrastive,xicor,label,l05,0,0.10,1.00,mcc,0.0
compas,contrastive,xicor,label,l05,0,0.10,1.00,mpe,0.9570959806442261
compas,contrastive,xicor,label,l05,0,0.10,1.00,rmse,0.15804418921470642
compas,contrastive,xicor,label,l05,0,0.50,1.00,acc,0.4884999990463257
compas,contrastive,xicor,label,l05,0,0.50,1.00,mcc,0.021835771121034978
compas,contrastive,xicor,label,l05,0,0.50,1.00,mpe,0.8365301489830017
compas,contrastive,xicor,label,l05,0,0.50,1.00,rmse,0.6853901743888855
compas,contrastive,xicor,label,l05,0,1.00,1.00,acc,0.5569999814033508
compas,contrastive,xicor,label,l05,0,1.00,1.00,mcc,0.26578143100209417
compas,contrastive,xicor,label,l05,0,1.00,1.00,mpe,0.6868316531181335
compas,contrastive,xicor,label,l05,0,1.00,1.00,rmse,1.1160824298858643
compas,contrastive,xicor,label,l05,41,0.10,1.00,acc,0.4880000054836273
compas,contrastive,xicor,label,l05,41,0.10,1.00,mcc,0.0
compas,contrastive,xicor,label,l05,41,0.10,1.00,mpe,0.9570959806442261
compas,contrastive,xicor,label,l05,41,0.10,1.00,rmse,0.15804418921470642
compas,contrastive,xicor,label,l05,41,0.50,1.00,acc,0.4884999990463257
compas,contrastive,xicor,label,l05,41,0.50,1.00,mcc,0.021835771121034978
compas,contrastive,xicor,label,l05,41,0.50,1.00,mpe,0.8365301489830017
compas,contrastive,xicor,label,l05,41,0.50,1.00,rmse,0.6853901743888855
compas,contrastive,xicor,label,l05,41,1.00,1.00,acc,0.5569999814033508
compas,contrastive,xicor,label,l05,41,1.00,1.00,mcc,0.26578143100209417
compas,contrastive,xicor,label,l05,41,1.00,1.00,mpe,0.6868316531181335
compas,contrastive,xicor,label,l05,41,1.00,1.00,rmse,1.1160824298858643
compas,contrastive,xicor,label,l05,42,0.10,1.00,acc,0.4880000054836273
compas,contrastive,xicor,label,l05,42,0.10,1.00,mcc,0.0
compas,contrastive,xicor,label,l05,42,0.10,1.00,mpe,0.9570959806442261
compas,contrastive,xicor,label,l05,42,0.10,1.00,rmse,0.15804418921470642
