data,type,decorrelation,output_type,metric,seed,margin,lambda,indicator,value
compas,contrastive,xicor,embedding,l2,0,0.20,10.00,mcc,0.5712720528648085
compas,contrastive,xicor,embedding,l2,0,0.20,10.00,mpe,0.7802642583847046
compas,contrastive,xicor,embedding,l2,0,0.20,10.00,rmse,0.16250135004520416
compas,contrastive,xicor,embedding,l2,0,0.50,10.00,acc,0.7724999785423279
compas,contrastive,xicor,embedding,l2,0,0.50,10.00,mcc,0.5759626006256802
compas,contrastive,xicor,embedding,l2,0,0.50,10.00,mpe,0.5605141520500183
compas,contrastive,xicor,embedding,l2,0,0.50,10.00,rmse,0.3930427134037018
compas,contrastive,xicor,label,l2,0,0.10,10.00,acc,0.5065000057220459
compas,contrastive,xicor,label,l2,0,0.10,10.00,mcc,0.0
compas,contrastive,xicor,label,l2,0,0.10,10.00,mpe,0.9632948040962219
compas,contrastive,xicor,label,l2,0,0.10,10.00,rmse,0.15622416138648987
compas,contrastive,xicor,label,l2,0,0.20,10.00,acc,0.5065000057220459
compas,contrastive,xicor,label,l2,0,0.20,10.00,mcc,0.0
compas,contrastive,xicor,label,l2,0,0.20,10.00,mpe,0.9362397193908691
compas,contrastive,xicor,label,l2,0,0.20,10.00,rmse,0.3026764690876007
compas,contrastive,xicor,label,l2,0,0.50,10.00,acc,0.5195000171661377
compas,contrastive,xicor,label,l2,0,0.50,10.00,mcc,0.11626774411916682
compas,contrastive,xicor,label,l2,0,0.50,10.00,mpe,0.8425927758216858
compas,contrastive,xicor,label,l2,0,0.50,10.00,rmse,0.6827717423439026
compas,triplet,xicor,embedding,l2,0,0.10,10.00,acc,0.6524999737739563
compas,triplet,xicor,embedding,l2,0,0.10,10.00,mcc,0.25966980318125993
compas,triplet,xicor,embedding,l2,0,0.10,10.00,mpe,1.1137285232543945
compas,triplet,xicor,embedding,l2,0,0.10,10.00,rmse,0.17228005826473236
compas,triplet,xicor,embedding,l2,0,0.20,10.00,acc,0.6554999947547913
compas,triplet,xicor,embedding,l2,0,0.20,10.00,mcc,0.2641676399995048
compas,triplet,xicor,embedding,l2,0,0.20,10.00,mpe,1.082344889640808
compas,triplet,xicor,embedding,l2,0,0.20,10.00,rmse,0.35334083437919617
compas,triplet,xicor,embedding,l2,0,0.50,10.00,acc,0.6554999947547913
compas,triplet,xicor,embedding,l2,0,0.50,10.00,mcc,0.263449787028815
compas,triplet,xicor,embedding,l2,0,0.50,10.00,mpe,1.0835347175598145
compas,triplet,xicor,embedding,l2,0,0.50,10.00,rmse,1.0235943794250488
compas,triplet,xicor,label,l2,0,0.10,10.00,acc,0.6710000038146973
compas,triplet,xicor,label,l2,0,0.10,10.00,mcc,0.2779909630994241
compas,triplet,xicor,label,l2,0,0.10,10.00,mpe,1.2172311544418335
compas,triplet,xicor,label,l2,0,0.10,10.00,rmse,0.17818696796894073
compas,triplet,xicor,label,l2,0,0.20,10.00,acc,0.6740000247955322
compas,triplet,xicor,label,l2,0,0.20,10.00,mcc,0.28264050068192725
compas,triplet,xicor,label,l2,0,0.20,10.00,mpe,1.0382955074310303
compas,triplet,xicor,label,l2,0,0.20,10.00,rmse,0.3527987003326416
compas,triplet,xicor,label,l2,0,0.50,10.00,acc,0.6754999756813049
compas,triplet,xicor,label,l2,0,0.50,10.00,mcc,0.2834659750584251
compas,triplet,xicor,label,l2,0,0.50,10.00,mpe,1.0063698291778564
compas,triplet,xicor,label,l2,0,0.50,10.00,rmse,0.9606439471244812
imf,contrastive,xicor,embedding,l2,0,0.10,10.00,acc,0.7929999828338623
imf,contrastive,xicor,embedding,l2,0,0.10,10.00,mcc,0.6123697701436158
imf,contrastive,xicor,embedding,l2,0,0.10,10.00,mpe,0.821186900138855
imf,contrastive,xicor,embedding,l2,0,0.10,10.00,rmse,0.07238659262657166
imf,contrastive,xicor,embedding,l2,0,0.20,10.00,acc,0.8059999942779541
imf,contrastive,xicor,embedding,l2,0,0.20,10.00,mcc,0.6313611805376363
imf,contrastive,xicor,embedding,l2,0,0.20,10.00,mpe,0.560129702091217
imf,contrastive,xicor,embedding,l2,0,0.20,10.00,rmse,0.1454727053642273
imf,contrastive,xicor,embedding,l2,0,0.50,10.00,acc,0.8080000281333923
imf,contrastive,xicor,embedding,l2,0,0.50,10.00,mcc,0.6362282635058863
imf,contrastive,xicor,embedding,l2,0,0.50,10.00,mpe,0.4709365963935852
imf,contrastive,xicor,embedding,l2,0,0.50,10.00,rmse,0.35929736495018005
imf,contrastive,xicor,label,l2,0,0.10,10.00,acc,0.5109999775886536
imf,contrastive,xicor,label,l2,0,0.10,10.00,mcc,0.0
imf,contrastive,xicor,label,l2,0,0.10,10.00,mpe,0.9630420207977295
imf,contrastive,xicor,label,l2,0,0.10,10.00,rmse,0.15463615953922272
imf,contrastive,xicor,label,l2,0,0.20,10.00,acc,0.49050000309944153
imf,contrastive,xicor,label,l2,0,0.20,10.00,mcc,0.0
imf,contrastive,xicor,label,l2,0,0.20,10.00,mpe,0.9412876963615417
imf,contrastive,xicor,label,l2,0,0.20,10.00,rmse,0.3016705811023712
imf,contrastive,xicor,label,l2,0,0.50,10.00,acc,0.5189999938011169
imf,contrastive,xicor,label,l2,0,0.50,10.00,mcc,0.09722355016733224
imf,contrastive,xicor,label,l2,0,0.50,10.00,mpe,0.8889893889427185
imf,contrastive,xicor,label,l2,0,0.50,10.00,rmse,0.6953299045562744
imf,triplet,xicor,embedding,l2,0,0.10,10.00,acc,0.6880000233650208
imf,triplet,xicor,embedding,l2,0,0.10,10.00,mcc,0.31641357265418774
imf,triplet,xicor,embedding,l2,0,0.10,10.00,mpe,1.2645137310028076
imf,triplet,xicor,embedding,l2,0,0.10,10.00,rmse,0.1828857958316803
imf,triplet,xicor,embedding,l2,0,0.20,10.00,acc,0.6589999794960022
imf,triplet,xicor,embedding,l2,0,0.20,10.00,mcc,0.24962793589763435
imf,triplet,xicor,embedding,l2,0,0.20,10.00,mpe,1.3704943656921387
imf,triplet,xicor,embedding,l2,0,0.20,10.00,rmse,0.3749524652957916
imf,triplet,xicor,embedding,l2,0,0.50,10.00,acc,0.6830000281333923
imf,triplet,xicor,embedding,l2,0,0.50,10.00,mcc,0.3047639798393627
imf,triplet,xicor,embedding,l2,0,0.50,10.00,mpe,1.2505385875701904
imf,triplet,xicor,embedding,l2,0,0.50,10.00,rmse,1.0042518377304077
imf,triplet,xicor,label,l2,0,0.10,10.00,acc,0.6819999814033508
imf,triplet,xicor,label,l2,0,0.10,10.00,mcc,0.29634134928535405
imf,triplet,xicor,label,l2,0,0.10,10.00,mpe,1.579425573348999
imf,triplet,xicor,label,l2,0,0.10,10.00,rmse,0.19077277183532715
imf,triplet,xicor,label,l2,0,0.20,10.00,acc,0.6675000190734863
imf,triplet,xicor,label,l2,0,0.20,10.00,mcc,0.27050709735265915
imf,triplet,xicor,label,l2,0,0.20,10.00,mpe,1.255967617034912
imf,triplet,xicor,label,l2,0,0.20,10.00,rmse,0.41957375407218933
imf,triplet,xicor,label,l2,0,0.50,10.00,acc,0.6639999747276306
imf,triplet,xicor,label,l2,0,0.50,10.00,mcc,0.2625468917028363
imf,triplet,xicor,label,l2,0,0.50,10.00,mpe,1.3727352619171143
imf,triplet,xicor,label,l2,0,0.50,10.00,rmse,1.1964884996414185
lin,contrastive,xicor,embedding,l2,0,0.10,10.00,acc,0.7825000286102295
lin,contrastive,xicor,embedding,l2,0,0.10,10.00,mcc,0.5830592536702901
lin,contrastive,xicor,embedding,l2,0,0.10,10.00,mpe,0.9887155294418335
lin,contrastive,xicor,embedding,l2,0,0.10,10.00,rmse,0.0758410096168518
lin,contrastive,xicor,embedding,l2,0,0.20,10.00,acc,0.7975000143051147
lin,contrastive,xicor,embedding,l2,0,0.20,10.00,mcc,0.6162523034355861
lin,contrastive,xicor,embedding,l2,0,0.20,10.00,mpe,0.6686453819274902
lin,contrastive,xicor,embedding,l2,0,0.20,10.00,rmse,0.14669449627399445
lin,contrastive,xicor,embedding,l2,0,0.50,10.00,acc,0.8224999904632568
lin,contrastive,xicor,embedding,l2,0,0.50,10.00,mcc,0.6604186227561437
lin,contrastive,xicor,embedding,l2,0,0.50,10.00,mpe,0.6318565011024475
lin,contrastive,xicor,embedding,l2,0,0.50,10.00,rmse,0.35069406032562256
lin,contrastive,xicor,label,l2,0,0.10,10.00,acc,0.5019999742507935
lin,contrastive,xicor,label,l2,0,0.10,10.00,mcc,0.0
lin,contrastive,xicor,label,l2,0,0.10,10.00,mpe,0.9639949798583984
lin,contrastive,xicor,label,l2,0,0.10,10.00,rmse,0.162738636136055
lin,contrastive,xicor,label,l2,0,0.20,10.00,acc,0.492000013589859
lin,contrastive,xicor,label,l2,0,0.20,10.00,mcc,0.0
lin,contrastive,xicor,label,l2,0,0.20,10.00,mpe,0.9446199536323547
lin,contrastive,xicor,label,l2,0,0.20,10.00,rmse,0.3030884861946106
lin,contrastive,xicor,label,l2,0,0.50,10.00,acc,0.5084999799728394
lin,contrastive,xicor,label,l2,0,0.50,10.00,mcc,0.09520289015922791
lin,contrastive,xicor,label,l2,0,0.50,10.00,mpe,0.8422989845275879
lin,contrastive,xicor,label,l2,0,0.50,10.00,rmse,0.6865542531013489
lin,triplet,xicor,embedding,l2,0,0.10,10.00,acc,0.6794999837875366
lin,triplet,xicor,embedding,l2,0,0.10,10.00,mcc,0.28919851559487
lin,triplet,xicor,embedding,l2,0,0.10,10.00,mpe,1.5340120792388916
lin,triplet,xicor,embedding,l2,0,0.10,10.00,rmse,0.18949170410633087
lin,triplet,xicor,embedding,l2,0,0.20,10.00,acc,0.6725000143051147
lin,triplet,xicor,embedding,l2,0,0.20,10.00,mcc,0.28235809768651454
lin,triplet,xicor,embedding,l2,0,0.20,10.00,mpe,1.399556279182434
lin,triplet,xicor,embedding,l2,0,0.20,10.00,rmse,0.361257940530777
lin,triplet,xicor,embedding,l2,0,0.50,10.00,acc,0.6804999709129333
lin,triplet,xicor,embedding,l2,0,0.50,10.00,mcc,0.30142713682446914
lin,triplet,xicor,embedding,l2,0,0.50,10.00,mpe,1.05014169216156
lin,triplet,xicor,embedding,l2,0,0.50,10.00,rmse,0.8342929482460022
lin,triplet,xicor,label,l2,0,0.10,10.00,acc,0.6800000071525574
lin,triplet,xicor,label,l2,0,0.10,10.00,mcc,0.3049211295235872
lin,triplet,xicor,label,l2,0,0.10,10.00,mpe,2.3170859813690186
lin,triplet,xicor,label,l2,0,0.10,10.00,rmse,0.1827722042798996
lin,triplet,xicor,label,l2,0,0.20,10.00,acc,0.6779999732971191
lin,triplet,xicor,label,l2,0,0.20,10.00,mcc,0.2928658361929837
lin,triplet,xicor,label,l2,0,0.20,10.00,mpe,1.104986548423767
lin,triplet,xicor,label,l2,0,0.20,10.00,rmse,0.3586566746234894
lin,triplet,xicor,label,l2,0,0.50,10.00,acc,0.6729999780654907
lin,triplet,xicor,label,l2,0,0.50,10.00,mcc,0.30181486777243266
lin,triplet,xicor,label,l2,0,0.50,10.00,mpe,1.4022176265716553
lin,triplet,xicor,label,l2,0,0.50,10.00,rmse,0.9079607129096985
loan,contrastive,xicor,embedding,l2,0,0.10,10.00,acc,0.6079999804496765
loan,contrastive,xicor,embedding,l2,0,0.10,10.00,mcc,0.2389301275077731
loan,contrastive,xicor,embedding,l2,0,0.10,10.00,mpe,2.0335819721221924
loan,contrastive,xicor,embedding,l2,0,0.10,10.00,rmse,0.1144372746348381
loan,contrastive,xicor,embedding,l2,0,0.20,10.00,acc,0.6804999709129333
loan,contrastive,xicor,embedding,l2,0,0.20,10.00,mcc,0.3763996945712418
loan,contrastive,xicor,embedding,l2,0,0.20,10.00,mpe,0.9645491242408752
loan,contrastive,xicor,embedding,l2,0,0.20,10.00,rmse,0.19727298617362976
loan,contrastive,xicor,embedding,l2,0,0.50,10.00,acc,0.8019999861717224
loan,contrastive,xicor,embedding,l2,0,0.50,10.00,mcc,0.6230065827710185
loan,contrastive,xicor,embedding,l2,0,0.50,10.00,mpe,5.268189907073975
loan,contrastive,xicor,embedding,l2,0,0.50,10.00,rmse,0.3308439254760742
loan,contrastive,xicor,label,l2,0,0.10,10.00,acc,0.4830000102519989
loan,contrastive,xicor,label,l2,0,0.10,10.00,mcc,0.0
loan,contrastive,xicor,label,l2,0,0.10,10.00,mpe,0.9737148284912109
loan,contrastive,xicor,label,l2,0,0.10,10.00,rmse,0.16137079894542694
loan,contrastive,xicor,label,l2,0,0.20,10.00,acc,0.5264999866485596
loan,contrastive,xicor,label,l2,0,0.20,10.00,mcc,0.0
loan,contrastive,xicor,label,l2,0,0.20,10.00,mpe,0.9902412295341492
loan,contrastive,xicor,label,l2,0,0.20,10.00,rmse,0.30004799365997314
loan,contrastive,xicor,label,l2,0,0.50,10.00,acc,0.5070000290870667
loan,contrastive,xicor,label,l2,0,0.50,10.00,mcc,0.08396038004871988
loan,contrastive,xicor,label,l2,0,0.50,10.00,mpe,0.9270500540733337
loan,contrastive,xicor,label,l2,0,0.50,10.00,rmse,0.7012010216712952
loan,triplet,xicor,embedding,l2,0,0.10,10.00,acc,0.6549999713897705
loan,triplet,xicor,embedding,l2,0,0.10,10.00,mcc,0.28158257153272487
loan,triplet,xicor,embedding,l2,0,0.10,10.00,mpe,3.056760549545288
loan,triplet,xicor,embedding,l2,0,0.10,10.00,rmse,0.16404061019420624
loan,triplet,xicor,embedding,l2,0,0.20,10.00,acc,0.6934999823570251
loan,triplet,xicor,embedding,l2,0,0.20,10.00,mcc,0.3329133933560805
loan,triplet,xicor,embedding,l2,0,0.20,10.00,mpe,4.261054039001465
loan,triplet,xicor,embedding,l2,0,0.20,10.00,rmse,0.47671401500701904
loan,triplet,xicor,embedding,l2,0,0.50,10.00,acc,0.7085000276565552
loan,triplet,xicor,embedding,l2,0,0.50,10.00,mcc,0.3603399863554101
loan,triplet,xicor,embedding,l2,0,0.50,10.00,mpe,2.1572299003601074
loan,triplet,xicor,embedding,l2,0,0.50,10.00,rmse,1.4433201551437378
loan,triplet,xicor,label,l2,0,0.10,10.00,acc,0.656000018119812
loan,triplet,xicor,label,l2,0,0.10,10.00,mcc,0.2995786447980446
loan,triplet,xicor,label,l2,0,0.10,10.00,mpe,2.6187760829925537
loan,triplet,xicor,label,l2,0,0.10,10.00,rmse,0.13461582362651825
loan,triplet,xicor,label,l2,0,0.20,10.00,acc,0.7014999985694885
loan,triplet,xicor,label,l2,0,0.20,10.00,mcc,0.3471610395311755
loan,triplet,xicor,label,l2,0,0.20,10.00,mpe,3.909648895263672
loan,triplet,xicor,label,l2,0,0.20,10.00,rmse,0.5086480975151062
loan,triplet,xicor,label,l2,0,0.50,10.00,acc,0.699999988079071
loan,triplet,xicor,label,l2,0,0.50,10.00,mcc,0.3362801259789132
loan,triplet,xicor,label,l2,0,0.50,10.00,mpe,2.1824095249176025
loan,triplet,xicor,label,l2,0,0.50,10.00,rmse,1.554401159286499
nlm,contrastive,xicor,embedding,l2,0,0.10,10.00,acc,0.5164999961853027
nlm,contrastive,xicor,embedding,l2,0,0.10,10.00,mcc,0.031084915072288857
nlm,contrastive,xicor,embedding,l2,0,0.10,10.00,mpe,2.941558361053467
nlm,contrastive,xicor,embedding,l2,0,0.10,10.00,rmse,0.12432865798473358
nlm,contrastive,xicor,embedding,l2,0,0.20,10.00,acc,0.5245000123977661
nlm,contrastive,xicor,embedding,l2,0,0.20,10.00,mcc,0.04605916706065599
nlm,contrastive,xicor,embedding,l2,0,0.20,10.00,mpe,2.638629913330078
nlm,contrastive,xicor,embedding,l2,0,0.20,10.00,rmse,0.247815802693367
nlm,contrastive,xicor,embedding,l2,0,0.50,10.00,acc,0.6194999814033508
nlm,contrastive,xicor,embedding,l2,0,0.50,10.00,mcc,0.2411092063838226
nlm,contrastive,xicor,embedding,l2,0,0.50,10.00,mpe,2.2466094493865967
nlm,contrastive,xicor,embedding,l2,0,0.50,10.00,rmse,0.5355733633041382
nlm,contrastive,xicor,label,l2,0,0.10,10.00,acc,0.5019999742507935
nlm,contrastive,xicor,label,l2,0,0.10,10.00,mcc,0.0
nlm,contrastive,xicor,label,l2,0,0.10,10.00,mpe,0.9673939943313599
nlm,contrastive,xicor,label,l2,0,0.10,10.00,rmse,0.1601024717092514
nlm,contrastive,xicor,label,l2,0,0.20,10.00,acc,0.5120000243186951
nlm,contrastive,xicor,label,l2,0,0.20,10.00,mcc,0.0
nlm,contrastive,xicor,label,l2,0,0.20,10.00,mpe,0.9410483241081238
nlm,contrastive,xicor,label,l2,0,0.20,10.00,rmse,0.3234667181968689
nlm,contrastive,xicor,label,l2,0,0.50,10.00,acc,0.49549999833106995
nlm,contrastive,xicor,label,l2,0,0.50,10.00,mcc,0.0
nlm,contrastive,xicor,label,l2,0,0.50,10.00,mpe,1.1527800559997559
nlm,contrastive,xicor,label,l2,0,0.50,10.00,rmse,0.7663951516151428
nlm,triplet,xicor,embedding,l2,0,0.10,10.00,acc,0.5569999814033508
nlm,triplet,xicor,embedding,l2,0,0.10,10.00,mcc,0.2963375669740112
nlm,triplet,xicor,embedding,l2,0,0.10,10.00,mpe,20.277318954467773
nlm,triplet,xicor,embedding,l2,0,0.10,10.00,rmse,0.46767058968544006
nlm,triplet,xicor,embedding,l2,0,0.20,10.00,acc,0.6570000052452087
nlm,triplet,xicor,embedding,l2,0,0.20,10.00,mcc,0.303620192297924
nlm,triplet,xicor,embedding,l2,0,0.20,10.00,mpe,2.489501714706421
nlm,triplet,xicor,embedding,l2,0,0.20,10.00,rmse,0.2617161273956299
nlm,triplet,xicor,embedding,l2,0,0.50,10.00,acc,0.6754999756813049
nlm,triplet,xicor,embedding,l2,0,0.50,10.00,mcc,0.2860269886885062
nlm,triplet,xicor,embedding,l2,0,0.50,10.00,mpe,1.2896124124526978
nlm,triplet,xicor,embedding,l2,0,0.50,10.00,rmse,0.8552568554878235
nlm,triplet,xicor,label,l2,0,0.10,10.00,acc,0.5674999952316284
nlm,triplet,xicor,label,l2,0,0.10,10.00,mcc,0.2995910066954397
nlm,triplet,xicor,label,l2,0,0.10,10.00,mpe,14.01170539855957
nlm,triplet,xicor,label,l2,0,0.10,10.00,rmse,0.4817731976509094
nlm,triplet,xicor,label,l2,0,0.20,10.00,acc,0.6355000138282776
nlm,triplet,xicor,label,l2,0,0.20,10.00,mcc,0.29165411350765696
nlm,triplet,xicor,label,l2,0,0.20,10.00,mpe,4.001000881195068
nlm,triplet,xicor,label,l2,0,0.20,10.00,rmse,0.26887959241867065
nlm,triplet,xicor,label,l2,0,0.50,10.00,acc,0.6815000176429749
nlm,triplet,xicor,label,l2,0,0.50,10.00,mcc,0.3086123229693356
nlm,triplet,xicor,label,l2,0,0.50,10.00,mpe,1.2460696697235107
nlm,triplet,xicor,label,l2,0,0.50,10.00,rmse,0.8009035587310791
